domain isSpeech zcr_wl0.005s zcr_wl0.035s le_0-8000Hz_wl0.005s le_0-4000Hz_wl0.005s le_4000-8000Hz_wl0.005s le_0-2000Hz_wl0.005s le_2000-4000Hz_wl0.005s le_4000-6000Hz_wl0.005s le_6000-8000Hz_wl0.005s le_0-1000Hz_wl0.005s le_1000-2000Hz_wl0.005s le_2000-3000Hz_wl0.005s le_3000-4000Hz_wl0.005s le_4000-5000Hz_wl0.005s le_5000-6000Hz_wl0.005s le_6000-7000Hz_wl0.005s le_7000-8000Hz_wl0.005s le_0-8000Hz_wl0.035s le_0-4000Hz_wl0.035s le_4000-8000Hz_wl0.035s le_0-2000Hz_wl0.035s le_2000-4000Hz_wl0.035s le_4000-6000Hz_wl0.035s le_6000-8000Hz_wl0.035s le_0-1000Hz_wl0.035s le_1000-2000Hz_wl0.035s le_2000-3000Hz_wl0.035s le_3000-4000Hz_wl0.035s le_4000-5000Hz_wl0.035s le_5000-6000Hz_wl0.035s le_6000-7000Hz_wl0.035s le_7000-8000Hz_wl0.035s se_0-8000Hz_wl0.005s se_0-4000Hz_wl0.005s se_4000-8000Hz_wl0.005s se_0-2000Hz_wl0.005s se_2000-4000Hz_wl0.005s se_4000-6000Hz_wl0.005s se_6000-8000Hz_wl0.005s se_0-1000Hz_wl0.005s se_1000-2000Hz_wl0.005s se_2000-3000Hz_wl0.005s se_3000-4000Hz_wl0.005s se_4000-5000Hz_wl0.005s se_5000-6000Hz_wl0.005s se_6000-7000Hz_wl0.005s se_7000-8000Hz_wl0.005s se_0-8000Hz_wl0.035s se_0-4000Hz_wl0.035s se_4000-8000Hz_wl0.035s se_0-2000Hz_wl0.035s se_2000-4000Hz_wl0.035s se_4000-6000Hz_wl0.035s se_6000-8000Hz_wl0.035s se_0-1000Hz_wl0.035s se_1000-2000Hz_wl0.035s se_2000-3000Hz_wl0.035s se_3000-4000Hz_wl0.035s se_4000-5000Hz_wl0.035s se_5000-6000Hz_wl0.035s se_6000-7000Hz_wl0.035s se_7000-8000Hz_wl0.035s
buckeye 0 0.0227246063604 0.173478730551 3.9634578228 4.01844024658 2.69346117973 4.08040714264 3.91084623337 2.70031857491 3.11171579361 4.08178853989 4.7028093338 4.36805105209 3.68125295639 3.10679674149 3.16034817696 3.24308085442 3.54331731796 6.87489414215 6.81805038452 5.97297668457 6.76927232742 5.87626171112 5.90584087372 5.14530992508 6.61440658569 6.27015352249 5.71818590164 5.36513233185 5.73826932907 5.45747709274 4.94690608978 4.73083782196 5.38593387604 4.94287204742 5.86939144135 4.30463218689 4.77037239075 4.81766176224 4.95187902451 3.5297665596 3.89713215828 3.85270643234 4.01556015015 4.00820016861 3.71059250832 4.01776981354 4.00011253357 6.50343418121 5.61668157578 5.72779083252 4.77919721603 4.84544801712 4.87087583542 4.88651514053 3.75239562988 3.96396660805 3.92562055588 3.88744473457 3.90784049034 3.97055768967 3.95738911629 3.92889070511
buckeye 0 0.0312772617596 0.0586991411014 2.16386985779 2.2243950367 1.00060224533 2.26372933388 1.32604956627 1.24312829971 0.871993780136 2.33485579491 2.35985374451 1.59760284424 1.40601706505 1.45070958138 1.88656067848 1.40569424629 1.28695642948 7.35497331619 7.35334157944 4.93382263184 7.35089969635 5.10361433029 4.88183689117 4.01107883453 7.33846092224 5.84713411331 4.89869976044 4.73341178894 4.7243437767 4.38847827911 3.77186822891 3.70013260841 5.22489929199 4.68368768692 5.75466918945 4.25431776047 4.95817565918 4.79782867432 4.96047687531 3.659689188 3.9586288929 4.00738430023 4.03628396988 3.87569236755 3.88944840431 4.05090904236 3.98768401146 5.39308738708 4.93739795685 5.67002010345 4.47833347321 4.93187093735 4.8579659462 4.85727787018 3.89532709122 3.90507483482 3.97014975548 3.99806213379 3.95800232887 3.90292882919 3.90543794632 3.90244865417
buckeye 1 0.0658234403123 0.051608187771 5.58692073822 5.96562147141 3.51211810112 6.10369491577 4.56081867218 3.78951191902 3.22557973862 6.22217988968 5.19600772858 4.66662311554 4.72073841095 4.00942707062 3.96104335785 3.59923100471 2.44948577881 10.6640901566 10.6600513458 8.63667011261 10.6523628235 8.92412853241 8.42887020111 8.2312297821 10.6193380356 9.52638149261 8.73745250702 8.507853508 8.19820308685 8.07377052307 7.92613601685 7.96306467056 4.57920598984 4.34820127487 5.05914640427 4.03002882004 4.20360994339 4.27402305603 4.1076593399 3.61644887924 3.51564025879 3.14361023903 3.3540661335 3.32120132446 3.23693585396 3.57384586334 3.70531368256 5.79631996155 5.08044195175 6.00403118134 4.39338827133 4.94715070724 5.03332471848 5.03765630722 3.57241010666 3.84219169617 3.99229693413 4.01833772659 4.07726097107 4.08352661133 4.07546281815 4.08681440353
buckeye 1 0.0552319900856 0.0512103565024 4.19413661957 4.25777101517 1.60426616669 4.33536100388 3.335095644 2.02296471596 1.40411353111 4.38503551483 4.04982757568 3.89184832573 2.38191461563 2.51077508926 1.06134581566 1.73348081112 1.28759694099 9.80471515656 9.79570484161 8.11919784546 9.78333473206 8.24450683594 7.85617017746 7.79273271561 9.73718166351 8.87830734253 8.09538650513 7.77854299545 7.53142642975 7.60745668411 7.51319026947 7.49354887009 4.57070350647 4.43519592285 5.46871376038 4.13706588745 4.08627414703 4.46406698227 4.77175521851 3.64038944244 3.47701048851 3.46365237236 3.74397659302 3.77065706253 3.92543172836 4.02674150467 3.77897930145 6.07826662064 5.29603910446 6.00196456909 4.63813781738 4.85456609726 5.01671028137 5.03379440308 3.97894287109 3.64359998703 3.89091205597 3.96957159042 4.03634738922 4.08649635315 4.06971645355 4.0846953392
buckeye 1 0.0215386021284 0.0211133849639 3.76985526085 3.99712061882 0.73016834259 4.0756149292 1.31871473789 0.891866326332 1.0700956583 4.13819074631 3.47366809845 1.47767531872 1.25000286102 1.39103066921 1.05112946033 1.36603188515 1.490899086 8.41187572479 8.40631389618 6.52158641815 8.39947891235 6.63158559799 6.27508020401 6.17789793015 8.38591861725 6.97730731964 6.4940700531 6.09184122086 5.98756790161 5.97769546509 5.96493816376 5.79548501968 4.38802528381 4.22038698196 5.76555156708 4.09536361694 4.92257070541 4.74029970169 4.84008789062 3.80897140503 3.13459157944 3.92626070976 4.01899957657 3.73846387863 3.86839175224 3.82734632492 4.01001691818 5.9124789238 5.138879776 6.01031208038 4.47369623184 4.98352384567 5.03607606888 5.03306865692 3.77918553352 4.04379987717 4.05686092377 4.07282209396 4.07761621475 4.07964611053 4.08070755005 4.08577108383
buckeye 1 0.0229829727653 0.0137499891586 7.12591075897 7.18184947968 2.48131394386 7.25101661682 3.95402860641 2.58245706558 2.84343194962 7.27142429352 6.55523109436 3.25273489952 4.47463274002 3.07032728195 2.89488887787 3.13448286057 2.56184506416 10.5158748627 10.5155124664 7.44820594788 10.5150327682 7.57931900024 7.2233080864 7.06982326508 10.5122756958 8.34099960327 7.40575790405 7.13175201416 6.99322414398 6.86805438995 6.79088973999 6.77254867554 3.84338617325 3.82118034363 5.6962428093 3.77642035484 4.51631259918 4.86271095276 4.56033802032 3.5077559948 3.71172475815 3.91715288162 3.79030752182 3.81808900833 4.01187801361 3.78245067596 3.95003414154 4.65478038788 4.17572116852 6.01378440857 3.7887263298 5.01125526428 5.03896999359 5.04409360886 3.30650353432 3.86541843414 4.08020734787 4.06529188156 4.08554649353 4.08632183075 4.08711194992 4.08739089966
buckeye 1 0.0110763999561 0.035576901229 3.99306845665 4.05013179779 0.765246391296 4.07560539246 1.34078025818 0.806898832321 1.03992640972 4.2145857811 2.43839073181 1.75895082951 1.20338761806 1.25224483013 1.02837252617 1.16743969917 1.52951908112 9.39106941223 9.387383461 7.32895183563 9.38242816925 7.4675860405 7.0944108963 6.96157073975 9.37581634521 7.62508630753 7.28942155838 7.02693796158 6.87735462189 6.72101545334 6.67613458633 6.67483997345 3.50112700462 3.37566018105 5.81006479263 3.24528098106 4.87871932983 4.86407804489 4.80487585068 3.06956505775 3.96065855026 4.057264328 3.92456793785 3.98903846741 3.92271327972 3.74177265167 3.96260046959 5.69558286667 4.94961547852 6.01337051392 4.27984380722 5.02019262314 5.03595590591 5.04318809509 3.70576095581 4.02212238312 4.07529354095 4.085064888 4.08549833298 4.08467960358 4.08574295044 4.08661556244
buckeye 1 0.0411751300482 0.042515897702 5.71666669846 5.82625675201 3.09592652321 5.9319858551 4.65358638763 3.42329978943 3.155169487 6.01267671585 5.84217691422 5.16938447952 4.17497205734 3.74896979332 3.24640035629 3.02793908119 3.79824519157 10.8020153046 10.7959918976 8.95250892639 10.7879219055 9.08987140656 8.75861930847 8.52632713318 10.7587022781 9.76476955414 8.86092948914 8.74155426025 8.52716159821 8.39982509613 8.30617713928 8.14677810669 4.69379663467 4.54959869385 5.64392185211 4.19476652145 4.69105577469 4.87367868423 4.51059579849 3.79522848129 3.35302734375 3.93528699875 3.86674237251 3.99429035187 3.94376635551 3.61462974548 3.51647615433 6.00383138657 5.30078649521 5.99991416931 4.67144823074 5.02184391022 5.036277771 5.03379440308 3.96864938736 3.89718914032 4.07061243057 4.06663656235 4.07983446121 4.08665180206 4.08175182343 4.08302021027
buckeye 0 0.0733620788307 0.0691101043734 0.82737326622 0.860985040665 0.535414218903 0.920406579971 0.967464089394 0.926081776619 0.439773797989 1.00531482697 0.689331650734 1.30586802959 1.12098169327 1.46523249149 1.15435576439 0.612833619118 0.961392521858 6.27021837234 6.24671316147 5.00057888031 6.23418092728 4.70780706406 4.71203327179 4.69907712936 6.21627521515 4.87614965439 4.31093454361 4.48757219315 4.31266498566 4.54205942154 4.45056819916 4.36471891403 5.92996263504 4.95527505875 5.77802801132 3.9951467514 4.94213438034 4.91041231155 4.93075275421 3.40311789513 4.02410411835 3.96489191055 4.03717279434 4.00380897522 3.91658687592 4.0316286087 3.9208073616 6.21675348282 5.18036985397 5.89729118347 4.40752649307 4.87310934067 4.90168094635 4.9406542778 3.63285207748 3.99663829803 3.89011120796 3.93638896942 3.96184301376 3.94965386391 4.02145719528 3.95403718948
buckeye 1 0.626485613425 0.551999649591 2.12005019188 1.41062808037 4.75892019272 1.39914751053 3.51439213753 4.93697690964 4.79682445526 1.51725506783 3.30694293976 3.55118227005 3.87727046013 4.87390422821 4.94376802444 5.20540904999 4.60856533051 7.42902231216 6.17329072952 7.40491390228 6.11537694931 5.27279806137 7.07615947723 7.18846607208 6.07111549377 5.10543107986 4.8974199295 5.0568728447 6.56564569473 6.95276641846 7.17809963226 5.63264942169 6.40825462341 5.3808927536 5.71133708954 4.09485673904 4.87199449539 4.6667547226 4.82250356674 3.46165394783 3.96986579895 3.88137197495 3.97828197479 3.7681286335 3.98468899727 3.97384190559 3.88965797424 6.12861776352 5.45059204102 5.44816541672 4.43345117569 4.83691978455 4.64354228973 4.278008461 3.60611438751 3.72841310501 3.97617745399 3.80468201637 3.58205389977 3.85893082619 3.6676223278 3.86728048325
buckeye 0 0.174978558257 0.105702968659 0.24237704277 0.292801856995 0.418543100357 0.304597139359 0.860749125481 0.598433017731 0.735200047493 0.484925746918 0.666993260384 0.740062475204 1.25297141075 0.858752727509 0.784700155258 1.08518612385 1.22473466396 5.92386054993 5.91113996506 4.38951301575 5.89879608154 4.39502191544 3.76286077499 4.28387975693 5.87979507446 4.64625024796 4.08792304993 4.14710474014 3.55734586716 3.39289426804 3.98010778427 4.00882816315 6.34341049194 5.50050210953 5.66036081314 4.48717880249 4.84064865112 4.78751516342 4.58647871017 3.6892850399 3.834815979 4.01074886322 3.85637354851 3.71656274796 3.96404838562 3.88500237465 3.29603409767 6.08351135254 5.24478292465 5.84371852875 4.52693939209 4.87087917328 4.91023540497 4.94765472412 3.79090476036 3.99053096771 3.87372469902 3.95931982994 3.98573994637 3.94038414955 3.93852329254 4.04680395126
buckeye 0 0.0825129445913 0.185193390467 1.68882322311 1.728951931 1.44972753525 1.88917446136 2.10547161102 1.63850033283 1.58803260326 2.00603270531 1.19882369041 1.64890122414 2.65173959732 2.17529511452 1.44541156292 1.79628944397 1.32632553577 6.95262527466 6.94812345505 4.97847270966 6.93951368332 5.25176668167 4.84084892273 4.43858385086 6.90081310272 5.90509033203 5.07269668579 4.78887844086 4.35292720795 4.6708612442 4.36612939835 3.63453865051 5.92452859879 5.20695972443 5.54492521286 4.17377328873 4.75976657867 4.64499902725 4.58366060257 3.77302002907 4.00070858002 3.9277973175 3.99346971512 3.8870844841 3.71641111374 3.66844797134 3.98629212379 5.80971050262 5.24131011963 5.72656202316 4.63111257553 4.92325878143 4.86351203918 4.71231555939 3.9660422802 3.72807908058 3.93607735634 4.02538919449 3.82605648041 3.98773646355 3.83141899109 3.9037194252
buckeye 1 0.0265682271263 0.0547227938198 2.63613843918 2.6485581398 2.08957529068 2.84666204453 3.28376865387 2.33132648468 2.07118654251 2.8644824028 3.55291748047 3.81616711617 3.01439285278 3.12703084946 2.08544254303 2.57252669334 1.71382451057 9.31452846527 9.31123542786 7.19310283661 9.28420829773 8.11276626587 6.91462469101 6.92480564117 9.27791786194 7.45905542374 7.98660373688 7.53083372116 6.54735374451 6.7072725296 6.82054901123 6.26453018188 4.71631336212 4.33908557892 5.51403284073 3.71023368835 4.64962816238 4.68856191635 4.51294898987 3.37392687798 3.46781778336 3.86312055588 3.9841105938 3.82995533943 3.92273950577 3.84248900414 3.77827835083 5.69716978073 5.0983300209 5.8158159256 4.13322734833 4.77517747879 4.86937713623 4.79206037521 3.62383198738 3.8135843277 3.95025396347 3.76794409752 3.91798710823 3.92551040649 3.81891584396 3.99570226669
buckeye 1 0.0270392551523 0.0453114310519 4.73438739777 4.84126758575 0.961358785629 4.90155744553 3.46368646622 1.06678152084 1.61259937286 4.99188613892 4.53619623184 4.21242141724 2.96760511398 1.55176317692 1.40048229694 2.12570619583 1.5903813839 9.9300403595 9.92591285706 7.91653299332 9.91995811462 8.08850288391 7.69224500656 7.53860282898 9.9083738327 8.34941577911 7.9215631485 7.63206768036 7.45026016235 7.35148000717 7.26518106461 7.23585605621 4.28509521484 4.19882106781 5.76257228851 3.83868193626 4.41325902939 4.83679628372 4.7383556366 3.27479910851 3.56045794487 3.88598847389 3.47571182251 3.91117358208 3.8327691555 3.99843025208 3.86789321899 5.76797151566 5.00981855392 6.014295578 4.31742858887 5.00181341171 5.04070234299 5.04342365265 3.64497756958 3.96539378166 4.04934120178 4.08204221725 4.08571720123 4.08668231964 4.08610343933 4.08734607697
buckeye 1 0.0269608478233 0.0253267838624 3.62106013298 3.68932676315 0.141143321991 3.79516625404 0.914625406265 0.37151825428 0.428344130516 3.88035035133 2.31782841682 1.21871995926 1.07086694241 0.968633115292 0.260294437408 0.93202316761 0.517168998718 8.98023414612 8.97994709015 5.81469917297 8.97923660278 6.2356762886 5.59490823746 5.4235868454 8.97859382629 6.15280056 6.09603261948 5.69566440582 5.40896368027 5.17609930038 5.12580871582 5.14363193512 3.88057279587 3.77813220024 5.87785863876 3.67402887344 4.63696813583 4.99094009399 4.80787944794 3.475918293 3.89600014687 3.66359615326 3.69461297989 4.04411172867 4.06338071823 3.93092823029 3.97267317772 4.5455827713 4.13326025009 5.98845243454 3.7159986496 4.95740127563 4.99812555313 5.03647518158 3.43302130699 3.94049334526 4.01006603241 4.06523656845 4.05038738251 4.06059408188 4.07853841782 4.08113527298
buckeye 1 0.0900759891886 0.041480649391 2.73918867111 2.78842496872 2.53428220749 2.80452728271 2.96270227432 2.72803974152 2.72636985779 2.83238077164 3.17939853668 3.86817169189 3.16719436646 3.25390911102 2.88220286369 2.94469428062 2.95213532448 10.1667728424 10.1625938416 8.16451740265 10.1533241272 8.50778865814 7.92179203033 7.81084060669 10.1407985687 8.6583442688 8.07664775848 8.32093906403 7.6669421196 7.59751415253 7.53007459641 7.51646757126 5.7678232193 4.9771528244 5.78421354294 4.185962677 4.88642644882 4.86331701279 4.76461648941 3.72473049164 4.03392076492 3.95674824715 3.91729855537 4.03173446655 3.92404270172 3.66999459267 3.9858443737 5.87089395523 5.16534614563 6.00668907166 4.42685556412 4.98998403549 5.02027606964 5.0435461998 3.73676419258 4.05714654922 4.06206798553 4.03445959091 4.04360246658 4.08673048019 4.08711576462 4.08623504639
buckeye 1 0.157760795601 0.128660829971 2.85434341431 2.83726644516 4.05540943146 2.95233488083 4.71533489227 4.3952293396 2.33624696732 2.97118425369 3.38036298752 5.18354797363 4.84678125381 5.24665021896 2.90802907944 2.85291171074 1.67570185661 10.2668161392 10.2253046036 9.28074645996 10.1284351349 9.52732849121 9.25610351562 8.04222106934 10.1251869202 8.09144210815 9.38725090027 9.02148914337 9.23376083374 8.00521755219 7.77229881287 7.73692321777 5.7314581871 5.23156118393 4.43501710892 3.91936850548 4.77846717834 4.08162975311 4.40869808197 3.59412407875 4.01850223541 3.8719420433 3.94864702225 3.6241941452 3.98927593231 3.77013111115 3.94563913345 6.21520996094 5.42400026321 5.45667028427 4.20229673386 4.8511390686 4.543197155 5.04064416885 3.7590367794 3.99247932434 3.9919667244 3.86144375801 3.75505447388 4.0638127327 4.0811290741 4.08707237244
