caldt,vwretd
19631002,0.001093893
19631003,0.006753129
19631004,0.0001813065
19631007,-0.002101723
19631008,-0.001211708
19631009,-0.005868321
19631010,0.00100188
19631011,0.001461949
19631014,0.0006194064
19631015,0.00174752
19631016,0.008859615
19631017,0.001520376
19631018,0.001035239
19631021,0.0004356132
19631022,-0.005201054
19631023,0.0003867984
19631024,0.003624603
19631025,0.008346139
19631028,0.004106492
19631029,-0.000244498
19631030,-0.007600692
19631031,0.002218894
19631101,-0.001359035
19631104,-0.004170191
19631106,-0.007478463
19631107,0.003472708
19631108,0.005506172
19631111,0.002175845
19631112,-0.003491934
19631113,0.0006669526
19631114,-0.003919255
19631115,-0.00725671
19631118,-0.007207687
19631119,0.001057534
19631120,0.007508691
19631121,-0.01223905
19631122,-0.02851614
19631126,0.03895876
19631127,-0.00136469
19631129,0.01357415
19631202,0.005372318
19631203,-0.000383461
19631204,0.002731537
19631205,0.00588449
19631206,-0.003076562
19631209,-0.000944642
19631210,0.0007451515
19631211,-0.001091111
19631212,-0.000049085
19631213,0.001729954
19631216,0.002578615
19631217,0.004490327
19631218,-0.001565529
19631219,-0.0032614
19631220,-0.001732999
19631223,-0.005761468
19631224,0.00238932
19631226,0.004965335
19631227,0.001944013
19631230,0.0008848711
19631231,0.00579879
19640102,0.006113518
19640103,0.001932217
19640106,0.002637208
19640107,0.000586294
19640108,0.003429665
19640109,0.003163458
19640110,-0.000092907
19640113,-0.000619222
19640114,0.001741426
19640115,0.002725757
19640116,-0.000794408
19640117,0.0002075943
19640120,-0.002320177
19640121,0.002379456
19640122,0.005020445
19640123,0.001172526
19640124,0.0005819092
19640127,-0.001198278
19640128,-0.000177208
19640129,-0.00563904
19640130,0.0004195976
19640131,0.004007663
19640203,-0.000088733
19640204,-0.001158622
19640205,-0.000698638
19640206,0.002533649
19640207,0.00380389
19640210,-0.001263872
19640211,0.003428586
19640212,0.003103647
19640213,0.0008843278
19640214,-0.000309126
19640217,0.0002999108
19640218,0.0002021371
19640219,0.001257978
19640220,0.001016582
19640224,0.001156293
19640225,0.0005156599
19640226,0.0028744
19640227,-0.002762454
19640228,0.002232103
19640302,0.002477872
19640303,0.002527929
19640304,-0.001818762
19640305,0.000205822
19640306,0.003261553
19640309,0.0002243967
19640310,0.00279672
19640311,0.004083151
19640312,0.001901771
19640313,0.001229567
19640316,0.0005732454
19640317,0.00195571
19640318,0.001099845
19640319,-0.000688734
19640320,-0.004000782
19640323,0.0003768445
19640324,-0.001570531
19640325,0.002648727
19640326,0.002725177
19640330,-0.000843227
19640331,-0.001541833
19640401,0.003644627
19640402,0.005913558
19640403,0.002356808
19640406,0.0009227853
19640407,-0.003223393
19640408,0.0002685206
19640409,0.0001684328
19640410,0.001929584
19640413,-0.000611222
19640414,0.001926245
19640415,0.001208426
19640416,0.001063957
19640417,0.003924451
19640420,-0.00059776
19640421,0.000446994
19640422,-0.00033468
19640423,-0.001639468
19640424,-0.007554545
19640427,-0.005176729
19640428,0.006447169
19640429,-0.003892513
19640430,-0.002310247
19640501,0.007780182
19640504,0.004598005
19640505,0.004545757
19640506,0.002735168
19640507,0.001111005
19640508,-0.001576877
19640511,-0.000068863
19640512,0.003349081
19640513,-0.002171606
19640514,-0.000873389
19640515,0.001614806
19640518,-0.003163828
19640519,-0.004325734
19640520,0.004347688
19640521,0.0009190984
19640522,0.0006930988
19640525,-0.001022742
19640526,-0.001567613
19640527,-0.001240604
19640528,0.001648513
19640601,-0.003166623
19640602,-0.005063904
19640603,-0.002621501
19640604,-0.01002888
19640605,0.004137069
19640608,-0.004577257
19640609,0.005656142
19640610,0.003811741
19640611,0.003038995
19640612,-0.001974086
19640615,0.004563398
19640616,0.005190501
19640617,0.005242596
19640618,0.0001795306
19640619,0.00124158
19640622,0.002615006
19640623,-0.003523622
19640624,0.003538008
19640625,0.001926879
19640626,0.002773548
19640629,0.00177351
19640630,0.0004688551
19640701,0.006219943
19640702,0.004016737
19640706,0.004258903
19640707,0.001579272
19640708,0.0002681688
19640709,0.001358182
19640710,0.002061386
19640713,-0.000494501
19640714,-0.002644987
19640715,0.003737878
19640716,0.003160387
19640717,0.00452323
19640720,-0.00282842
19640721,-0.001701082
19640722,0.0003188384
19640723,-0.000112129
19640724,-0.000171422
19640727,-0.004680819
19640728,-0.002268243
19640729,0.001310015
19640730,0.001396773
19640731,0.0008218305
19640803,-0.002252384
19640804,-0.01102079
19640805,0.001663084
19640806,-0.008375906
19640807,0.005670094
19640810,0.000351251
19640811,9.977338E-7
19640812,0.005147547
19640813,0.002931021
19640814,-0.000888777
19640817,0.0000300938
19640818,0.0007319022
19640819,-0.000789191
19640820,-0.004211017
19640821,0.001753928
19640824,-0.001880384
19640825,-0.004805714
19640826,-0.001526725
19640827,0.004950049
19640828,0.003188706
19640831,-0.001840804
19640901,0.004609326
19640902,0.002195284
19640903,0.002708873
19640904,0.002277162
19640908,0.001377517
19640909,0.001970024
19640910,0.001016554
19640911,0.003511826
19640914,-0.002177024
19640915,-0.002194706
19640916,0.00287
19640917,0.005958374
19640918,-0.003310092
19640921,0.004256621
19640922,0.0006416961
19640923,0.0002087177
19640924,0.001125718
19640925,0.002267028
19640928,0.0007417376
19640929,0.000079741
19640930,-0.000232596
19641001,-0.001282471
19641002,0.00244495
19641005,0.004168298
19641006,0.0003751265
19641007,-0.000082534
19641008,0.002596027
19641009,0.002141776
19641012,0.0007401204
19641013,-0.002177312
19641014,-0.0016355
19641015,-0.006949758
19641016,0.007043635
19641019,0.001489987
19641020,0.002673063
19641021,-0.000318914
19641022,-0.001554775
19641023,0.002112604
19641026,-0.001570222
19641027,-0.000315671
19641028,-0.003329982
19641029,0.0005654106
19641030,0.001844697
19641102,0.004538603
19641104,0.0000270639
19641105,0.0001138806
19641106,0.002090149
19641109,-0.00017462
19641110,-0.003920478
19641111,0.002690149
19641112,0.002037507
19641113,0.001268163
19641116,0.00435171
19641117,0.004563886
19641118,0.002492332
19641119,-0.000022839
19641120,0.001076332
19641123,-0.002401771
19641124,-0.002523612
19641125,-0.001973044
19641127,-0.002789533
19641130,-0.008365698
19641201,-0.009713304
19641202,0.002758009
19641203,0.003955939
19641204,0.001871312
19641207,-0.000042992
19641208,-0.003431741
19641209,-0.006512326
19641210,-0.000295071
19641211,0.002298367
19641214,-0.00238
19641215,-0.00316932
19641216,0.003979832
19641217,0.00368068
19641218,0.004868785
19641221,0.0008767243
19641222,-0.000468289
19641223,-0.001901514
19641224,0.0002832614
19641228,-0.000826684
19641229,-0.002869042
19641230,0.005766204
19641231,0.005174957
19650104,-0.004323395
19650105,0.005029468
19650106,0.003668064
19650107,0.004113781
19650108,0.001787517
19650111,0.0007333247
19650112,0.00292182
19650113,0.002875383
19650114,0.0002400039
19650115,0.004310071
19650118,0.00301486
19650119,0.001833234
19650120,-0.000075879
19650121,-0.000831745
19650122,0.00260909
19650125,0.001733548
19650126,0.00125757
19650127,0.003131961
19650128,0.002701591
19650129,0.001256646
19650201,0.0003409266
19650202,0.0007184021
19650203,0.001521119
19650204,-0.00001102
19650205,-0.002272937
19650208,-0.003222077
19650209,0.003289378
19650210,-0.008235751
19650211,-0.009750056
19650212,0.006719317
19650215,-0.000369238
19650216,-0.003331589
19650217,0.001687999
19650218,0.003082438
19650219,0.002051656
19650223,0.004916904
19650224,0.006474307
19650225,0.0009523289
19650226,0.002563784
19650301,-0.001367788
19650302,0.001902592
19650303,-0.000314192
19650304,-0.00281727
19650305,-0.001795688
19650308,0.0006013454
19650309,-0.001360818
19650310,-0.000823684
19650311,0.003869107
19650312,0.00311648
19650315,0.0007437378
19650316,-0.000860902
19650317,-0.001221871
19650318,-0.002421229
19650319,-0.000019342
19650322,-0.000055363
19650323,0.0005931562
19650324,0.001947673
19650325,-0.002648578
19650326,-0.006727547
19650329,-0.002314242
19650330,0.002011048
19650331,0.0001808579
19650401,0.001684758
19650402,0.002614298
19650405,0.0002070496
19650406,-0.000381673
19650407,0.0007645934
19650408,0.005326538
19650409,0.005663461
19650412,0.004529564
19650413,0.001455211
19650414,0.001916946
19650415,-0.000426986
19650419,0.00380983
19650420,-0.000226506
19650421,-0.002049802
19650422,0.004523785
19650423,0.001450835
19650426,0.0001072952
19650427,0.001700458
19650428,-0.000341864
19650429,-0.000520816
19650430,0.00138994
19650503,0.0008209068
19650504,0.002793137
19650505,0.002607609
19650506,0.002539244
19650507,-0.000450064
19650510,-0.000890306
19650511,-0.000689489
19650512,0.003801447
19650513,0.003380933
19650514,-0.001391243
19650517,-0.005226081
19650518,-0.000495281
19650519,0.002186108
19650520,-0.005085776
19650521,-0.004406495
19650524,-0.007337498
19650525,0.005544527
19650526,-0.002516009
19650527,-0.005613406
19650528,0.006089353
19650601,-0.006713789
19650602,-0.007743941
19650603,-0.002210013
19650604,0.002163
19650607,-0.003479487
19650608,-0.01058361
19650609,-0.0100661
19650610,-0.004150665
19650611,0.004383773
19650614,-0.0133526
19650615,0.004791192
19650616,0.009026662
19650617,0.005961643
19650618,-0.004161513
19650621,-0.003711292
19650622,0.0019227
19650623,-0.006156152
19650624,-0.01333723
19650625,-0.00629297
19650628,-0.01875703
19650629,0.007897815
19650630,0.02213852
19650701,0.004641478
19650702,0.008178375
19650706,-0.001655687
19650707,-0.003343062
19650708,0.007981878
19650709,0.004060931
19650712,0.0000298669
19650713,-0.001359941
19650714,0.00306775
19650715,-0.000790035
19650716,-0.000276841
19650719,-0.000878878
19650720,-0.0120833
19650721,-0.005426275
19650722,-0.002138571
19650723,0.002415556
19650726,-0.000089323
19650727,-0.001738435
19650728,0.002052259
19650729,0.007336325
19650730,0.006919399
19650802,0.002145135
19650803,0.001362577
19650804,0.004330736
19650805,0.0003592767
19650806,0.003577129
19650809,-0.001146002
19650810,0.0005484102
19650811,0.003387182
19650812,0.003080147
19650813,0.004588065
19650816,0.001297137
19650817,0.001800684
19650818,0.0003516662
19650819,-0.002185041
19650820,-0.000720086
19650823,-0.001172503
19650824,0.001876415
19650825,0.001559454
19650826,0.003811143
19650827,0.001412972
19650830,0.0006422589
19650831,-0.000373294
19650901,0.0005843976
19650902,0.005714714
19650903,0.004734181
19650907,0.003417946
19650908,0.002898264
19650909,0.002620285
19650910,0.002427778
19650913,0.002521014
19650914,-0.004108998
19650915,0.004807056
19650916,0.005332666
19650917,0.0002555517
19650920,0.0006240491
19650921,-0.002597212
19650922,0.004798431
19650923,-0.003660907
19650924,0.002537953
19650927,0.005917658
19650928,-0.002256713
19650929,-0.00452807
19650930,-0.000464233
19651001,-0.000540939
19651004,0.002465441
19651005,0.005585426
19651006,-0.000644602
19651007,-0.000278251
19651008,0.004948689
19651011,0.005790582
19651012,-0.000266499
19651013,0.0002348672
19651014,-0.001282583
19651015,0.002448319
19651018,0.002951026
19651019,0.00132163
19651020,0.0000703675
19651021,0.001601077
19651022,-0.000402486
19651025,-0.003843023
19651026,0.005094875
19651027,0.00370337
19651028,-0.002807399
19651029,0.002760958
19651101,-0.0008709
19651103,0.001458753
19651104,0.002163956
19651105,0.001352187
19651108,-0.003312225
19651109,-0.002399435
19651110,-0.000751133
19651111,0.002822964
19651112,0.004872503
19651115,0.00135396
19651116,-0.001017368
19651117,0.001507481
19651118,-0.003264034
19651119,0.0003698133
19651122,-0.005108583
19651123,0.001636491
19651124,0.002129446
19651126,0.002728803
19651129,-0.001232181
19651130,-0.001267054
19651201,-4.836902E-6
19651202,-0.002135131
19651203,0.0007862584
19651206,-0.007576815
19651207,0.009558
19651208,-0.000693607
19651209,0.003035122
19651210,0.002856662
19651213,0.001276773
19651214,0.0008498167
19651215,0.001874655
19651216,0.00167459
19651217,0.0005819527
19651220,-0.005265397
19651221,0.003576514
19651222,0.001596427
19651223,-0.00145473
19651227,-0.006303879
19651228,-0.000316527
19651229,0.003019271
19651230,0.003753018
19651231,0.002862676
19660103,-0.001823342
19660104,0.00129195
19660105,0.005880417
19660106,0.001962028
19660107,0.00132793
19660110,0.002452903
19660111,0.0009233258
19660112,-0.00133033
19660113,0.002334039
19660114,0.001679534
19660117,0.003372896
19660118,0.002001859
19660119,-0.002711536
19660120,-0.002486932
19660121,0.001073819
19660124,0.002875624
19660125,0.001752153
19660126,-0.000738926
19660127,-0.000316586
19660128,-0.003108132
19660131,-0.004274749
19660201,-0.007774371
19660202,0.004113397
19660203,0.001618594
19660204,0.00602188
19660207,0.003782896
19660208,-0.000169522
19660209,0.005823576
19660210,-0.001556623
19660211,0.000298908
19660214,-0.000655064
19660215,-0.003978142
19660216,0.0003878087
19660217,-0.004958556
19660218,-0.00199228
19660221,-0.005247546
19660223,-0.004155384
19660224,-0.005146046
19660225,0.003356384
19660228,0.001743154
19660301,-0.01264903
19660302,-0.01007237
19660303,0.004082343
19660304,-0.002681056
19660307,-0.0126192
19660308,0.0004456712
19660309,0.008909227
19660310,-0.000050072
19660311,-0.000588218
19660314,-0.01093228
19660315,-0.007298431
19660316,0.005598288
19660317,0.003159352
19660318,0.004959796
19660321,0.008413168
19660322,0.003034348
19660323,-0.003106889
19660324,0.001961743
19660325,0.003500666
19660328,0.002187341
19660329,-0.004043575
19660330,-0.008441407
19660331,0.005603559
19660401,0.007759599
19660404,0.009152794
19660405,0.005866438
19660406,0.002565951
19660407,0.003153123
19660411,0.001175372
19660412,-0.002850751
19660413,0.001133226
19660414,0.003452868
19660415,0.0009289547
19660418,-0.004015299
19660419,0.0004045522
19660420,0.005291855
19660421,0.003476646
19660422,-0.001855714
19660425,-0.001452051
19660426,-0.000765266
19660427,-0.002806237
19660428,-0.006456439
19660429,0.0004419348
19660502,-0.00098056
19660503,-0.01080797
19660504,-0.005423521
19660505,-0.01736412
19660506,-0.00257723
19660509,-0.01586921
19660510,0.008839745
19660511,0.001912627
19660512,-0.01246711
19660513,-0.00928789
19660516,-0.01467014
19660517,-0.009113158
19660518,0.01879843
19660519,-0.000987928
19660520,0.005099773
19660523,0.008833925
19660524,0.007393861
19660525,0.00427402
19660526,0.0008165523
19660527,0.003435576
19660531,-0.01302642
19660601,0.0000662392
19660602,-0.000391268
19660603,0.001372016
19660606,-0.007108245
19660607,-0.006690302
19660608,0.001740915
19660609,0.007232333
19660610,0.01093579
19660613,0.004871872
19660614,0.003512645
19660615,-0.003581389
19660616,-0.001978084
19660617,0.0003227652
19660620,-0.000369367
19660621,0.003663779
19660622,0.002018789
19660623,-0.003788398
19660624,0.0002310349
19660627,-0.006060009
19660628,-0.004608744
19660629,-0.009760492
19660630,-0.001760353
19660701,0.00978738
19660705,0.001637311
19660706,0.01378075
19660707,0.003639217
19660708,0.001724475
19660711,-0.001324193
19660712,-0.004790161
19660713,-0.006045978
19660714,0.005521026
19660715,0.003142844
19660718,-0.001054378
19660719,-0.007110015
19660720,-0.008704951
19660721,-0.000392729
19660722,-0.000851344
19660725,-0.01894258
19660726,-0.002253071
19660727,0.00489764
19660728,-0.003422508
19660729,-0.001832527
19660801,-0.01492244
19660802,0.0004444272
19660803,0.009830269
19660804,0.008969837
19660805,0.001511889
19660808,-0.001525245
19660809,-0.001637787
19660810,-0.004128552
19660811,-0.000406547
19660812,0.002449496
19660815,-0.004705537
19660816,-0.01237792
19660817,-0.005624228
19660818,-0.01257025
19660819,-0.007442006
19660822,-0.01786241
19660823,-0.001172662
19660824,0.01157206
19660825,-0.0123675
19660826,-0.02198203
19660829,-0.02540337
19660830,0.01608239
19660831,0.01607333
19660901,0.006607839
19660902,-0.003141958
19660906,-0.005035382
19660907,-0.008907062
19660908,-0.003359764
19660909,0.003360325
19660912,0.02101608
19660913,0.005989893
19660914,0.009143369
19660915,0.01018917
19660916,-0.000115617
19660919,-0.004391596
19660920,-0.006555529
19660921,-0.01670457
19660922,0.002315691
19660923,-0.002870093
19660926,0.002556727
19660927,0.002903472
19660928,-0.0114879
19660929,-0.01073802
19660930,0.002931798
19661003,-0.02144025
19661004,0.0008328076
19661005,-0.005565832
19661006,-0.009999055
19661007,-0.01223725
19661010,0.01675034
19661011,0.004989588
19661012,0.02642679
19661013,0.0000897448
19661014,-0.002569343
19661017,0.01090736
19661018,0.01624834
19661019,-0.007117658
19661020,-0.002918955
19661021,0.003382265
19661024,0.002391237
19661025,0.005252751
19661026,0.008753918
19661027,0.00815843
19661028,0.0005848843
19661031,-0.000265723
19661101,0.008264815
19661102,0.001396629
19661103,-0.003167003
19661104,0.003969161
19661107,-0.000197861
19661109,0.008421004
19661110,0.006491185
19661111,0.001295321
19661114,-0.005022525
19661115,0.004123281
19661116,0.0087138
19661117,-0.00630453
19661118,-0.005809935
19661121,-0.01343111
19661122,-0.004846197
19661123,0.007615237
19661125,0.00832026
19661128,-0.000296312
19661129,-0.002675418
19661130,0.0009511853
19661201,-0.003652117
19661202,0.0004163203
19661205,0.001198965
19661206,0.007158631
19661207,0.01024398
19661208,0.004116671
19661209,0.002354313
19661212,0.009791318
19661213,-0.002667362
19661214,0.0000793608
19661215,-0.01019063
19661216,0.0004037127
19661219,-0.002567851
19661220,-0.003624107
19661221,0.005478796
19661222,0.003997069
19661223,-0.00221105
19661227,-0.005158854
19661228,-0.004620095
19661229,-0.003529451
19661230,-0.00055656
19670103,0.0009536479
19670104,0.001735202
19670105,0.01305464
19670106,0.007444629
19670109,0.00870787
19670110,0.0002098449
19670111,0.008470438
19670112,0.005980196
19670113,0.006895996
19670116,-0.001745059
19670117,0.0113213
19670118,0.005265743
19670119,0.0007617956
19670120,0.003961076
19670123,0.003520188
19670124,0.002210178
19670125,-0.006590498
19670126,0.0005279679
19670127,0.004828625
19670130,0.005634847
19670131,-0.000677478
19670201,-0.00130379
19670202,0.003521572
19670203,0.0072189
19670206,-0.001308861
19670207,-0.001643271
19670208,0.008904205
19670209,-0.003716185
19670210,0.002762831
19670213,0.001515516
19670214,0.007407598
19670215,0.000698701
19670216,-0.004048819
19670217,0.0003207249
19670220,-0.004769088
19670221,0.0001610794
19670223,0.001476334
19670224,0.0009297666
19670227,-0.01084412
19670228,0.003873305
19670301,0.009988757
19670302,0.005366044
19670303,0.001746308
19670306,-0.001127528
19670307,0.001658318
19670308,0.001804531
19670309,0.002922042
19670310,0.003786012
19670313,-0.004796508
19670314,-0.000870915
19670315,0.008820484
19670316,0.009062001
19670317,0.001622294
19670320,-0.000093182
19670321,-0.002647376
19670322,0.002819561
19670323,0.006915827
19670327,-0.000327062
19670328,0.001197472
19670329,-0.001047635
19670330,0.0006298879
19670331,-0.004708878
19670403,-0.01089573
19670404,0.0002181521
19670405,0.006502294
19670406,0.002121533
19670407,-0.006064202
19670410,-0.01213249
19670411,0.007099072
19670412,-0.00092011
19670413,0.006650845
19670414,0.01002251
19670417,0.006435095
19670418,0.008586077
19670419,0.001372383
19670420,0.002173952
19670421,0.002730653
19670424,0.002791618
19670425,0.005594859
19670426,-0.001027538
19670427,0.008191406
19670428,0.001671663
19670501,-0.000552044
19670502,0.0000345627
19670503,0.002783976
19670504,0.003437038
19670505,0.001343611
19670508,0.002289558
19670509,-0.01009396
19670510,-0.001163277
19670511,0.004900877
19670512,-0.001839202
19670515,-0.00707536
19670516,0.005055002
19670517,-0.002471224
19670518,-0.001778167
19670519,-0.003806391
19670522,-0.00299559
19670523,-0.004028454
19670524,-0.01169617
19670525,0.009718231
19670526,-0.000989821
19670529,-0.004638531
19670531,-0.0162917
19670601,0.01192159
19670602,-0.00365044
19670605,-0.01620379
19670606,0.02033516
19670607,0.00841219
19670608,0.005713028
19670609,0.002749504
19670612,0.006572819
19670613,0.006015069
19670614,-0.001643442
19670615,0.00190095
19670616,0.0005800073
19670619,0.0005459328
19670620,-0.000171072
19670621,-0.002327762
19670622,-0.001989078
19670623,0.0007173699
19670626,-0.003751171
19670627,-0.003217718
19670628,0.0008034492
19670629,-0.004746221
19670630,-0.001313474
19670703,0.00346876
19670705,0.005625794
19670706,-0.000348507
19670707,0.004876325
19670710,0.004709564
19670711,0.004479341
19670712,-0.000068745
19670713,0.0008534791
19670714,0.00372472
19670717,0.0008327335
19670718,0.006990366
19670719,0.001090342
19670720,0.001371907
19670721,0.0005535695
19670724,-0.003519236
19670725,0.0003234702
19670726,0.004444793
19670727,0.003654148
19670728,0.002020348
19670731,0.003043617
19670801,0.006363787
19670802,0.00363614
19670803,-0.001615294
19670804,0.00267298
19670807,-0.001638539
19670808,0.001059122
19670809,0.00126627
19670810,-0.002612362
19670811,-0.004672262
19670814,-0.004742958
19670815,0.00113213
19670816,-0.002218628
19670817,0.001349636
19670818,0.001647763
19670821,-0.004763799
19670822,-0.005271372
19670823,-0.000959421
19670824,-0.005052614
19670825,-0.004006393
19670828,0.000379455
19670829,0.002540257
19670830,0.002837496
19670831,0.006387062
19670901,0.001669521
19670905,0.005303127
19670906,0.001721952
19670907,-0.000314208
19670908,0.0002925656
19670911,0.001752747
19670912,0.004953245
19670913,0.009778812
19670914,0.00165865
19670915,0.0008383215
19670918,0.002641498
19670919,-0.004330824
19670920,0.0006363557
19670921,0.005776437
19670922,0.003093723
19670925,0.005054999
19670926,-0.00834145
19670927,0.0007728239
19670928,0.0009013751
19670929,9.265888E-6
19671002,-0.0036534
19671003,0.003295275
19671004,-0.000968627
19671005,0.002286353
19671006,0.005938959
19671009,0.002184277
19671010,-0.007105627
