SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Petersburg	0.8	5	47	14	GP	NO	0	NO	3	212	YES	5	1	2	8	15	45	126	30	10	55	17	50	122	446	145	433	
Petersburg	0.8	5	53	28	GP	NO	2	NO	2	220	YES	2	1	3	6	4	12	36	37	34	65	37	62	164	578	365	476	
Petersburg	0.8	5	61	30	PD	NO	3	NO	7	263	YES	1	4	8	13	2	4	17	143	74	17	32	60	109	89	216	302	
Petersburg	0.8	5	62	31	PD	YES	5	YES	2	165	NO	4	2	2	8	13	46	82	61	18	16	10	32	58	78	49	146	
Petersburg	0.8	5	56	28	GP	NO	3	NO	5	309	YES	2	5	6	13	7	24	36	144	58	26	105	54	185	254	1030	460	
Petersburg	0.8	5	58	33	GP	YES	5	YES	8	567	NO	5	3	7	15	14	44	130	110	73	218	88	99	405	1991	790	867	
Petersburg	0.8	5	32	0	GP	YES	5	YES	4	257	NO	2	1	2	5	4	12	48	28	21	63	42	65	170	576	431	557	
Petersburg	0.8	5	45	18	RH	NO	1	NO	2	490	YES	2	5	2	9	9	34	55	168	16	144	224	89	457	3051	4341	1719	
Petersburg	0.8	5	47	15	GP	NO	5	YES	3	381	NO	2	2	4	8	7	23	47	81	43	109	40	68	217	975	354	585	
Petersburg	0.8	5	53	28	RH	YES	5	YES	5	482	NO	2	4	7	13	11	30	38	147	80	90	73	187	350	1710	1442	3661	
West Palm Beach	0.85	1	56	31	GP	YES	4	NO	3	303	YES	3	4	3	10	9	30	64	119	28	57	52	76	185	461	506	640	
West Palm Beach	0.85	1	48	17	RH	NO	4	YES	5	692	YES	4	2	5	11	10	29	78	55	67	294	138	135	567	5505	2591	2337	
West Palm Beach	0.85	1	36	13	PD	YES	3	NO	4	205	YES	1	2	2	5	5	10	20	52	28	56	60	15	131	345	342	57	
West Palm Beach	0.85	1	52	21	PD	YES	4	YES	3	174	YES	2	3	6	11	4	14	36	80	49	24	23	23	70	173	112	118	
West Palm Beach	0.85	1	46	20	GP	NO	2	YES	3	206	YES	1	4	1	6	5	19	27	131	18	49	67	28	144	495	673	246	
West Palm Beach	0.85	1	35	0	RH	NO	2	NO	6	659	YES	5	3	9	17	20	60	97	95	109	204	147	209	560	3932	2684	3869	
West Palm Beach	0.85	1	33	5	GP	NO	4	NO	2	260	YES	4	5	3	12	9	31	81	142	20	61	56	45	162	521	502	477	
West Palm Beach	0.85	1	52	31	RH	NO	3	NO	1	487	NO	2	6	9	17	7	18	47	165	84	36	85	103	224	587	1557	2050	
West Palm Beach	0.85	1	61	32	PD	YES	5	YES	3	155	NO	2	1	5	8	6	16	46	26	44	13	4	41	58	76	16	243	
West Palm Beach	0.85	1	65	44	RH	YES	1	NO	2	458	YES	4	2	6	12	8	26	76	65	55	85	111	147	343	1585	2189	2916	
West Palm Beach	0.85	1	43	18	RH	NO	1	NO	3	509	YES	3	3	8	14	5	9	62	78	100	75	128	141	344	1528	2569	2779	
West Palm Beach	0.85	1	49	11	GP	YES	3	YES	2	214	YES	4	1	1	6	12	36	73	20	10	105	55	10	170	966	459	61	
West Palm Beach	0.85	1	58	27	RH	NO	1	YES	3	461	YES	7	8	6	21	13	31	133	229	59	114	130	75	319	2238	2553	1338	
West Palm Beach	0.85	1	61	35	PD	YES	2	NO	5	262	YES	4	3	3	10	16	55	96	91	31	67	56	15	138	420	347	75	
West Palm Beach	0.85	1	32	4	PD	NO	5	YES	1	134	YES	1	2	4	7	4	12	19	62	35	4	24	19	47	23	132	91	
West Palm Beach	0.85	1	63	30	RH	YES	4	NO	1	379	YES	2	3	7	12	12	48	44	98	74	49	71	158	278	964	1344	2886	
West Palm Beach	0.85	1	41	11	PD	NO	5	YES	8	274	NO	3	3	5	11	6	13	69	91	55	31	54	55	140	153	355	298	
West Palm Beach	0.85	1	50	35	GP	NO	3	NO	5	352	YES	4	5	5	14	12	26	78	160	46	34	76	45	155	319	696	419	
West Palm Beach	0.85	1	32	6	PD	YES	5	YES	3	173	NO	4	1	1	6	18	50	96	24	11	29	14	28	71	177	76	134	
Aiken	0.91	2	61	33	PD	YES	1	NO	5	241	YES	2	3	2	7	5	18	43	64	20	22	22	17	61	105	118	119	
Aiken	0.91	2	57	27	GP	YES	4	YES	3	321	NO	4	1	6	11	21	66	79	21	59	75	15	85	175	646	149	681	
Aiken	0.91	2	53	19	PD	YES	2	NO	2	111	YES	3	2	3	8	10	28	69	53	32	14	10	16	40	69	30	63	
Aiken	0.91	2	43	16	PD	NO	4	YES	7	264	YES	2	3	3	8	10	32	46	92	26	51	40	28	119	306	279	131	
Aiken	0.91	2	47	10	GP	NO	3	NO	12	514	YES	4	3	8	15	14	41	80	82	64	57	117	181	355	469	1027	1598	
Aiken	0.91	2	57	21	PD	YES	5	YES	3	190	NO	1	2	5	8	2	5	21	67	56	33	25	22	80	168	171	137	
Aiken	0.91	2	31	2	RH	YES	5	YES	3	521	YES	5	1	7	13	17	43	89	27	82	71	40	98	209	1294	797	1801	
Aiken	0.91	2	50	26	RH	YES	2	YES	7	578	NO	4	4	6	14	14	52	97	96	69	154	104	202	460	2964	2217	3827	
Aiken	0.91	2	64	41	PD	YES	5	NO	2	153	NO	1	3	3	7	5	18	22	65	30	12	26	20	58	55	182	91	
Aiken	0.91	2	57	27	PD	YES	5	YES	3	231	YES	3	6	4	13	7	26	57	188	45	12	31	30	73	68	197	147	
Aiken	0.91	2	51	21	GP	YES	4	YES	2	311	NO	3	3	6	12	11	31	59	80	85	44	46	101	191	361	394	960	
Aiken	0.91	2	51	19	RH	YES	2	NO	5	638	YES	3	5	10	18	9	27	61	169	86	90	149	328	567	1680	2783	6112	
Aiken	0.91	2	64	28	GP	YES	1	YES	4	359	YES	5	1	2	8	14	45	111	35	13	106	42	80	228	922	348	739	
Aiken	0.91	2	49	25	RH	NO	3	YES	5	449	YES	4	5	9	18	11	28	86	170	71	94	109	95	298	1742	1987	1736	
Aiken	0.91	2	57	32	PD	YES	4	NO	3	167	YES	1	3	3	7	5	21	28	100	29	16	35	40	91	74	185	253	
Aiken	0.91	2	63	27	PD	YES	5	YES	3	146	NO	4	2	2	8	7	22	74	42	27	36	13	8	57	239	77	51	
Aiken	0.91	2	56	24	PD	NO	3	NO	5	233	YES	1	1	3	5	4	20	29	29	36	36	24	41	101	205	159	277	
Aiken	0.91	2	46	12	RH	NO	3	YES	4	542	NO	3	5	11	19	6	19	72	146	107	79	185	176	440	1522	3543	3494	
Aiken	0.91	2	54	22	PD	NO	3	NO	6	268	YES	1	2	3	6	3	9	28	56	30	29	10	38	77	192	68	245	
Aiken	0.91	2	65	35	RH	YES	2	NO	1	509	YES	5	3	6	14	10	38	105	89	54	164	151	111	426	3242	3116	1937	
Akron	0.84	1	65	44	GP	NO	4	NO	8	478	YES	5	2	8	15	13	34	113	52	79	113	87	141	341	1064	751	1269	
Akron	0.84	1	56	34	PD	YES	2	NO	8	424	YES	6	2	4	12	22	65	128	72	31	58	38	39	135	332	216	243	
Akron	0.84	1	35	5	RH	NO	2	NO	4	504	YES	5	3	7	15	23	61	88	79	69	83	77	117	277	1613	1549	2263	
Akron	0.84	1	36	1	RH	NO	4	YES	1	469	NO	5	3	6	14	24	69	93	80	66	80	93	134	307	1582	1736	2484	
Akron	0.84	1	44	12	PD	YES	5	YES	7	245	NO	1	1	2	4	7	22	21	27	16	20	22	65	107	131	101	459	
Akron	0.84	1	50	30	RH	NO	1	NO	3	589	YES	2	4	11	17	7	21	41	110	79	195	112	295	602	3565	2040	5362	
Akron	0.84	1	53	19	RH	YES	4	YES	7	575	NO	3	4	3	10	11	28	64	120	34	169	221	119	509	3071	4237	2018	
Akron	0.84	1	43	22	GP	NO	3	NO	4	321	NO	2	3	3	8	5	13	45	93	33	47	68	69	184	426	580	649	
Akron	0.84	1	61	36	RH	YES	5	NO	4	462	NO	2	6	14	22	6	20	38	169	120	58	125	177	360	1078	2460	3146	
Akron	0.84	1	61	28	PD	NO	4	YES	5	241	NO	2	4	3	9	10	30	37	118	25	27	38	28	93	156	183	167	
Akron	0.84	1	47	12	RH	NO	2	NO	3	528	YES	5	5	6	16	14	38	99	125	69	171	199	111	481	3289	3654	1971	
Akron	0.84	1	57	35	PD	YES	3	NO	5	162	YES	1	2	3	6	5	14	11	59	28	21	10	11	42	167	56	78	
Akron	0.84	1	48	34	GP	NO	1	YES	2	295	NO	2	1	2	5	6	19	53	15	16	64	39	77	180	560	362	644	
Akron	0.84	1	42	13	PD	NO	5	NO	3	218	NO	1	8	2	11	5	9	16	249	23	26	43	21	90	167	246	145	
Akron	0.84	1	51	27	PD	NO	1	NO	3	185	YES	1	1	2	4	1	4	21	29	25	18	26	39	83	108	145	244	
Akron	0.84	1	53	23	RH	YES	5	NO	4	514	NO	3	3	4	10	7	11	42	79	30	136	226	95	457	2566	4220	1708	
Akron	0.84	1	42	25	RH	YES	3	NO	5	520	YES	4	8	5	17	15	61	92	208	54	69	144	78	291	1300	2801	1481	
Akron	0.84	1	62	33	GP	YES	3	YES	2	238	NO	3	3	2	8	15	48	66	102	21	32	52	50	134	288	465	429	
Fresno	0.91	3	52	28	GP	YES	4	NO	4	354	NO	3	3	11	17	21	51	51	76	115	106	43	142	291	989	429	1304	
Fresno	0.91	3	31	11	RH	YES	5	YES	2	476	NO	2	5	7	14	8	24	43	127	57	30	130	88	248	430	2688	1743	
Fresno	0.91	3	37	8	PD	YES	5	YES	2	228	NO	2	1	3	6	4	10	38	37	25	42	22	58	122	251	111	364	
Fresno	0.91	3	30	9	RH	NO	2	NO	2	398	NO	2	2	4	8	11	35	43	60	45	104	70	140	314	1969	1370	2695	
Fresno	0.91	3	33	5	GP	NO	3	YES	8	286	NO	2	4	7	13	9	28	33	102	57	21	52	104	177	143	487	1003	
Fresno	0.91	3	63	37	GP	YES	2	NO	1	150	YES	1	1	5	7	2	6	14	33	40	24	3	53	80	192	35	462	
Fresno	0.91	3	40	16	PD	NO	1	NO	5	281	YES	5	3	2	10	15	39	86	88	29	38	21	38	97	204	157	209	
Fresno	0.91	3	32	4	GP	YES	5	YES	6	331	NO	3	2	5	10	9	22	67	66	55	71	89	94	254	636	739	830	
Fresno	0.91	3	49	15	RH	NO	4	NO	3	487	YES	6	3	7	16	15	43	89	85	78	219	59	123	401	4099	1076	2391	
Fresno	0.91	3	38	11	PD	YES	5	YES	2	203	NO	2	2	2	6	6	24	42	52	18	32	13	7	52	201	73	55	
Fresno	0.91	3	46	23	PD	NO	3	NO	3	117	NO	1	1	2	4	6	21	12	28	19	15	14	8	37	76	87	50	
Fresno	0.91	3	38	12	RH	YES	5	YES	4	539	NO	6	3	6	15	29	85	127	95	63	157	112	90	359	2947	2196	1699	
Fresno	0.91	3	33	0	PD	NO	2	NO	2	113	YES	1	1	1	3	6	14	16	28	14	16	19	16	51	85	118	89	
Fresno	0.91	3	51	19	PD	YES	5	YES	2	230	NO	2	3	6	11	8	37	52	80	51	7	43	32	82	55	285	160	
Fresno	0.91	3	62	36	PD	YES	3	NO	2	123	NO	1	1	2	4	2	2	20	23	17	24	0	12	36	136	NIL	63	
Fresno	0.91	3	43	14	GP	YES	3	NO	12	554	YES	3	3	8	14	9	24	69	105	80	104	64	110	278	950	515	993	
Fresno	0.91	3	38	23	PD	YES	5	NO	2	197	NO	1	2	2	5	4	15	19	73	27	27	21	23	71	190	130	112	
Fresno	0.91	3	42	17	PD	NO	2	NO	4	222	YES	1	2	3	6	6	14	15	57	32	39	68	26	133	230	392	176	
Rochester	0.76	2	32	3	PD	NO	2	YES	5	205	YES	1	4	2	7	3	11	16	100	20	35	46	19	100	231	307	99	
Rochester	0.76	2	43	19	GP	NO	1	NO	1	283	YES	2	3	2	7	11	26	49	74	22	102	51	57	210	895	469	505	
Rochester	0.76	2	60	40	RH	NO	2	NO	1	324	YES	2	5	3	10	2	12	44	155	30	78	73	43	194	1453	1406	730	
Rochester	0.76	2	56	34	GP	NO	2	NO	8	459	NO	3	3	5	11	14	57	61	76	56	105	79	104	288	905	736	926	
Rochester	0.76	2	51	25	RH	NO	5	YES	1	387	NO	1	4	3	8	6	14	18	140	27	108	52	176	336	2161	909	3110	
Rochester	0.76	2	49	13	GP	NO	4	YES	2	194	YES	2	3	2	7	8	23	35	90	26	22	46	63	131	239	448	594	
Rochester	0.76	2	47	14	PD	YES	5	YES	5	254	NO	1	2	2	5	3	10	21	62	21	27	52	41	120	145	287	233	
Rochester	0.76	2	61	23	PD	YES	3	NO	5	235	YES	6	2	3	11	24	71	111	54	34	37	11	11	59	231	70	41	
Rochester	0.76	2	65	36	RH	NO	3	NO	5	524	NO	5	4	9	18	18	52	82	121	105	64	118	249	431	1304	2112	4835	
Rochester	0.76	2	52	30	GP	NO	3	NO	3	213	NO	3	2	4	9	9	33	63	63	44	18	29	41	88	181	263	342	
Rochester	0.76	2	58	25	RH	YES	2	NO	2	644	YES	4	4	5	13	13	40	87	128	57	181	241	170	592	3402	4661	3120	
Rochester	0.76	2	49	23	PD	NO	3	NO	1	124	NO	3	1	3	7	9	28	60	27	28	28	19	21	68	136	91	120	
Rochester	0.76	2	41	11	GP	NO	2	NO	4	389	YES	2	2	7	11	3	9	38	52	94	24	93	131	248	229	852	1146	
Rochester	0.76	2	37	11	RH	YES	2	YES	4	679	YES	8	3	5	16	24	97	186	96	53	141	44	110	295	2669	768	2067	
Rochester	0.76	2	58	29	GP	YES	4	NO	2	255	YES	7	2	3	12	21	62	133	53	31	88	51	10	149	816	496	72	
Rochester	0.76	2	43	19	GP	YES	5	YES	3	263	NO	3	2	4	9	17	42	57	64	43	72	33	59	164	592	284	549	
Rochester	0.76	2	58	33	PD	YES	2	NO	3	225	YES	3	2	3	8	8	25	64	74	27	21	38	44	103	101	230	257	
Rochester	0.76	2	45	14	PD	YES	5	YES	2	158	YES	3	1	2	6	13	36	60	42	9	14	6	7	27	66	55	25	
Rochester	0.76	2	60	32	RH	YES	5	YES	4	443	NO	5	2	5	12	15	44	101	44	54	98	79	126	303	2001	1494	2419	
Hunterdon	0.97	3	39	10	RH	NO	2	NO	6	556	NO	3	5	7	15	11	30	56	133	89	55	136	162	353	980	2652	3265	
Hunterdon	0.97	3	35	8	GP	YES	2	YES	9	540	NO	8	2	6	16	21	54	134	58	55	145	68	146	359	1235	610	1283	
Hunterdon	0.97	3	36	9	RH	NO	1	NO	6	573	YES	7	5	7	19	25	81	148	116	60	98	237	122	457	1881	4604	2358	
Hunterdon	0.97	3	45	13	RH	NO	5	YES	3	434	YES	3	2	6	11	9	29	59	69	61	86	65	156	307	1765	1384	3128	
Hunterdon	0.97	3	60	29	PD	YES	4	NO	1	140	YES	1	2	2	5	3	9	21	54	19	15	12	17	44	97	92	115	
Hunterdon	0.97	3	31	2	RH	NO	2	NO	5	680	YES	3	2	11	16	6	25	72	61	127	88	69	221	378	1733	1222	4245	
Hunterdon	0.97	3	39	7	GP	YES	4	NO	2	244	YES	3	3	5	11	9	28	62	98	42	79	78	61	218	650	710	524	
Hunterdon	0.97	3	40	9	GP	NO	4	NO	4	313	YES	2	3	2	7	9	39	26	91	34	64	70	28	162	606	639	263	
Hunterdon	0.97	3	38	3	GP	NO	1	YES	2	208	YES	1	1	2	4	1	4	24	41	11	13	18	46	77	125	149	422	
Hunterdon	0.97	3	45	13	PD	YES	5	YES	6	313	NO	3	1	6	10	9	23	61	31	72	47	19	51	117	356	91	311	
Hunterdon	0.97	3	31	0	GP	NO	5	NO	6	391	YES	4	2	2	8	12	39	70	51	17	45	61	69	175	398	555	633	
Hunterdon	0.97	3	42	5	PD	YES	5	YES	2	188	NO	3	1	5	9	8	21	79	36	49	13	18	16	47	84	136	107	
Hunterdon	0.97	3	59	24	RH	NO	5	YES	4	508	YES	5	6	6	17	23	62	94	213	64	146	98	174	418	2996	1819	3532	
Hunterdon	0.97	3	38	16	PD	YES	2	NO	6	238	YES	1	4	3	8	3	13	23	121	26	26	45	26	97	153	279	150	
Hunterdon	0.97	3	51	25	RH	NO	1	NO	1	511	YES	1	2	7	10	5	15	15	60	78	71	55	188	314	1443	1093	3511	
Hunterdon	0.97	3	56	32	RH	YES	2	NO	6	662	YES	6	7	5	18	13	33	100	226	69	168	143	204	515	3258	2638	3885	
Hunterdon	0.97	3	52	22	PD	NO	1	NO	6	207	YES	2	4	2	8	7	18	39	125	14	24	40	14	78	118	225	99	
Hunterdon	0.97	3	50	17	RH	YES	2	NO	5	389	NO	4	7	6	17	11	30	88	241	60	98	151	76	325	1865	2834	1370	
Hunterdon	0.97	3	44	21	RH	NO	3	NO	6	643	YES	6	6	6	18	22	65	98	160	63	95	120	104	319	1764	2137	2220	
Hunterdon	0.97	3	56	30	GP	YES	2	NO	3	315	NO	1	3	5	9	2	7	20	91	46	27	73	127	227	257	632	1105	
Minneapolis	0.93	2	44	16	RH	YES	3	YES	4	449	YES	7	3	12	22	26	78	133	103	122	147	66	90	303	2625	1347	1908	
Minneapolis	0.93	2	53	25	GP	YES	2	NO	1	190	NO	2	4	3	9	7	17	37	121	24	9	46	40	95	94	380	394	
Minneapolis	0.93	2	42	11	GP	NO	1	NO	4	328	NO	3	3	4	10	11	34	68	89	40	42	70	81	193	411	645	718	
Minneapolis	0.93	2	62	38	RH	YES	5	YES	5	656	NO	8	4	6	18	27	94	162	117	62	212	124	63	399	4196	2432	1207	
Minneapolis	0.93	2	43	15	PD	NO	4	NO	4	224	NO	1	4	2	7	3	8	32	123	23	12	56	37	105	77	353	243	
Minneapolis	0.93	2	51	18	GP	YES	2	YES	3	328	YES	2	2	5	9	6	24	52	79	40	30	25	39	94	288	225	349	
Minneapolis	0.93	2	51	33	GP	YES	5	YES	1	247	NO	1	2	4	7	6	11	24	68	26	25	46	80	151	236	415	707	
Minneapolis	0.93	2	54	34	RH	YES	5	YES	8	816	NO	7	3	11	21	29	92	127	99	108	102	159	216	477	2047	2980	4220	
Minneapolis	0.93	2	53	17	GP	NO	4	NO	7	481	YES	7	4	6	17	25	73	106	126	52	101	49	143	293	938	457	1274	
Minneapolis	0.93	2	47	14	GP	YES	4	YES	5	403	NO	3	1	10	14	17	53	51	26	103	57	22	75	154	507	227	692	
Minneapolis	0.93	2	50	20	PD	NO	3	NO	8	253	YES	1	2	4	7	6	18	16	66	45	7	12	43	62	58	51	226	
Minneapolis	0.93	2	42	12	RH	YES	5	YES	4	404	NO	2	3	3	8	6	17	47	79	18	126	112	154	392	2348	1985	2997	
Minneapolis	0.93	2	30	4	GP	NO	2	NO	2	197	NO	1	1	5	7	5	16	9	31	52	34	5	45	84	266	45	421	
Minneapolis	0.93	2	34	7	GP	NO	5	YES	5	369	YES	3	3	5	11	16	52	63	95	52	54	38	113	205	496	364	1030	
Minneapolis	0.93	2	30	0	PD	NO	0	NO	7	236	YES	3	2	3	8	11	18	51	47	34	50	33	27	110	355	201	201	
Minneapolis	0.93	2	43	22	PD	NO	5	YES	7	218	NO	2	4	3	9	6	23	33	133	34	28	30	44	102	134	191	303	
Minneapolis	0.93	2	34	0	PD	NO	4	NO	2	150	YES	2	5	1	8	11	25	41	143	11	14	32	22	68	80	211	159	
Minneapolis	0.93	2	41	12	GP	YES	5	NO	3	283	NO	3	5	3	11	8	24	62	136	30	64	80	84	228	604	715	748	
Minneapolis	0.93	2	64	31	RH	YES	3	YES	6	661	NO	6	4	7	17	21	64	108	126	68	143	113	167	423	2776	2194	3129	
Minneapolis	0.93	2	59	42	GP	NO	2	NO	3	252	YES	3	2	3	8	10	33	59	89	33	40	53	15	108	371	464	138	
Carlisle	0.79	5	42	18	GP	YES	5	YES	6	391	NO	3	2	5	10	8	26	51	55	59	78	92	111	281	738	805	980	
Carlisle	0.79	5	65	41	GP	YES	4	NO	2	269	NO	1	2	1	4	3	6	25	74	6	16	105	24	145	156	933	215	
Carlisle	0.79	5	39	4	RH	NO	1	NO	2	483	YES	5	2	5	12	18	59	89	48	51	269	99	155	523	5021	1994	3046	
Carlisle	0.79	5	48	19	GP	YES	5	NO	3	277	NO	2	4	4	10	9	33	39	111	44	21	54	83	158	168	485	738	
Carlisle	0.79	5	32	7	PD	NO	0	NO	4	203	YES	1	2	4	7	7	16	19	52	41	19	31	43	93	128	160	236	
Carlisle	0.79	5	39	11	PD	NO	5	YES	1	104	NO	1	2	2	5	5	23	17	80	19	7	18	19	44	44	139	102	
Carlisle	0.79	5	44	17	GP	YES	4	NO	3	262	NO	2	2	2	6	9	36	26	62	27	31	16	79	126	349	123	740	
Carlisle	0.79	5	44	21	GP	YES	4	YES	3	255	YES	1	3	3	7	2	5	23	101	29	37	37	36	110	344	376	303	
Carlisle	0.79	5	44	22	PD	YES	2	NO	3	163	YES	1	2	2	5	2	5	19	57	22	49	17	26	92	317	111	197	
Carlisle	0.79	5	45	19	PD	YES	2	NO	1	144	YES	2	1	4	7	7	22	52	29	45	14	12	14	40	80	85	83	
Carlisle	0.79	5	42	6	RH	YES	3	NO	5	464	NO	4	7	9	20	16	43	70	224	83	40	135	133	308	714	2485	2530	
Carlisle	0.79	5	31	11	RH	NO	2	NO	5	628	YES	4	5	10	19	15	50	80	149	100	96	116	176	388	1651	2225	3349	
Carlisle	0.79	5	60	20	RH	YES	5	YES	7	746	NO	5	7	12	24	12	52	105	219	115	105	222	229	556	2213	4238	4391	
Carlisle	0.79	5	59	35	GP	YES	5	YES	7	329	NO	1	3	6	10	4	9	21	102	55	30	56	69	155	253	495	616	
Carlisle	0.79	5	47	17	PD	NO	1	NO	6	265	YES	2	1	2	5	8	19	41	16	14	58	19	25	102	395	154	125	
Carlisle	0.79	5	60	27	PD	YES	5	NO	10	390	YES	3	2	5	10	14	42	61	68	50	66	43	73	182	352	265	431	
Carlisle	0.79	5	56	21	RH	NO	3	NO	6	671	NO	2	10	5	17	7	26	61	343	40	115	298	150	563	2146	5846	2870	
Carlisle	0.79	5	57	32	PD	NO	2	NO	4	168	YES	1	3	7	11	4	11	27	93	67	14	17	26	57	65	118	194	
Carlisle	0.79	5	58	29	GP	NO	2	NO	8	391	YES	5	7	1	13	13	30	105	236	9	72	139	75	286	615	1235	671	
Hazleton	0.82	1	32	1	GP	NO	2	NO	9	450	YES	4	2	1	7	13	39	69	67	13	94	47	51	192	782	394	363	
Hazleton	0.82	1	38	1	GP	NO	5	YES	3	328	NO	2	2	4	8	4	10	43	62	47	51	51	48	150	449	407	456	
Hazleton	0.82	1	50	28	RH	YES	2	YES	4	549	YES	5	4	6	15	11	24	112	96	51	151	135	166	452	2811	2455	3330	
Hazleton	0.82	1	55	23	GP	NO	4	NO	4	334	YES	6	3	2	11	18	60	107	102	21	109	76	95	280	955	724	812	
Hazleton	0.82	1	30	3	PD	NO	5	NO	5	247	YES	1	1	2	4	4	8	20	23	11	35	23	24	82	216	159	155	
Hazleton	0.82	1	47	13	RH	NO	5	YES	9	755	NO	5	6	14	25	11	33	107	185	160	109	145	293	547	2049	2638	5556	
Hazleton	0.82	1	37	7	RH	NO	2	NO	1	402	NO	3	3	6	12	12	36	67	88	64	174	26	149	349	3624	528	2604	
