SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Colorado Springs	0.8	1.5	60	37	PD	NO	3	YES	3	204	NO	2	4	4	10	9	24	34	127	41	18	43	46	107	92	297	196	
Colorado Springs	0.8	1.5	59	28	PD	NO	1	NO	4	249	YES	2	3	3	8	5	25	40	93	35	40	74	43	157	245	472	280	
Colorado Springs	0.8	1.5	61	29	RH	YES	5	YES	3	437	NO	7	1	11	19	19	72	137	39	110	131	53	146	330	2559	939	3013	
Miami	0.89	3	40	5	PD	NO	1	NO	1	186	YES	4	2	3	9	10	25	87	83	23	63	14	19	96	387	80	128	
Miami	0.89	3	61	26	PD	YES	5	YES	9	347	NO	1	3	5	9	7	13	15	93	43	9	59	29	97	57	379	178	
Miami	0.89	3	34	10	RH	NO	4	NO	6	568	NO	6	3	7	16	21	55	117	102	66	109	165	158	432	1995	3156	3030	
Miami	0.89	3	56	28	PD	NO	4	YES	11	378	YES	4	8	6	18	8	17	80	257	60	49	47	53	149	341	248	351	
Miami	0.89	3	59	31	PD	NO	2	NO	2	163	YES	3	1	3	7	8	24	58	29	32	25	16	40	81	102	75	229	
Miami	0.89	3	53	26	PD	NO	4	YES	5	211	YES	4	2	4	10	8	22	76	66	55	25	20	25	70	102	121	131	
Miami	0.89	3	36	4	RH	NO	1	NO	9	752	YES	8	4	14	26	27	67	166	124	152	172	90	241	503	3321	1781	4556	
Miami	0.89	3	62	36	PD	NO	4	NO	1	110	YES	2	1	4	7	6	18	35	23	35	16	10	14	40	63	78	80	
Miami	0.89	3	46	12	GP	YES	5	YES	1	180	NO	3	3	3	9	10	34	40	85	37	23	42	48	113	201	369	431	
Miami	0.89	3	51	23	PD	YES	5	YES	3	212	NO	4	2	4	10	19	64	88	50	41	22	19	43	84	134	113	311	
Miami	0.89	3	38	7	RH	NO	4	NO	3	472	YES	3	4	3	10	9	23	61	98	23	128	86	30	244	2376	1762	616	
Miami	0.89	3	39	10	PD	YES	4	YES	3	204	NO	1	1	3	5	4	18	17	29	27	25	25	24	74	149	139	147	
Miami	0.89	3	50	18	GP	NO	1	NO	1	147	YES	3	4	1	8	9	29	70	139	13	38	27	6	71	339	271	56	
Miami	0.89	3	41	17	RH	NO	0	NO	9	439	YES	6	5	6	17	16	46	110	162	54	77	122	110	309	1522	2340	2143	
Miami	0.89	3	55	31	PD	YES	3	YES	5	226	YES	3	3	4	10	15	48	57	82	33	9	30	38	77	46	184	198	
Miami	0.89	3	31	0	GP	YES	5	NO	7	436	NO	6	6	8	20	12	36	122	157	87	73	55	91	219	684	451	826	
Miami	0.89	3	44	19	RH	NO	2	NO	8	746	YES	6	7	7	20	20	75	150	207	78	169	162	242	573	2980	2960	4597	
Miami	0.89	3	47	14	GP	YES	5	YES	4	229	NO	4	1	5	10	15	47	91	20	66	52	29	65	146	417	281	549	
Miami	0.89	3	53	19	RH	NO	5	NO	5	562	NO	2	2	7	11	5	14	38	63	97	74	85	227	386	1386	1606	4517	
Miami	0.89	3	36	14	RH	YES	0	NO	2	466	YES	6	3	9	18	23	73	112	94	106	124	56	196	376	2449	1139	3806	
Wilkes Barre	0.85	2	59	28	GP	YES	5	YES	3	230	YES	3	1	1	5	7	16	64	39	5	75	52	20	147	605	478	188	
Wilkes Barre	0.85	2	62	38	PD	NO	5	YES	4	225	NO	3	1	2	6	11	24	59	40	27	17	38	7	62	100	235	36	
Wilkes Barre	0.85	2	61	40	RH	YES	3	YES	3	466	YES	5	4	13	22	20	57	86	113	127	70	66	209	345	1307	1311	3885	
Wilkes Barre	0.85	2	34	3	RH	YES	5	YES	7	517	NO	8	5	8	21	22	64	155	148	68	145	110	127	382	2747	2046	2497	
Wilkes Barre	0.85	2	52	35	GP	YES	5	YES	7	371	NO	2	5	6	13	10	39	40	127	58	61	83	81	225	526	701	755	
Wilkes Barre	0.85	2	38	12	GP	NO	2	NO	4	273	NO	2	3	6	11	4	13	34	100	68	28	30	70	128	271	230	603	
Wilkes Barre	0.85	2	48	20	RH	NO	2	NO	13	872	NO	5	14	16	35	10	27	83	464	172	55	242	222	519	1217	4517	4290	
Wilkes Barre	0.85	2	45	6	GP	YES	5	YES	10	478	NO	6	3	8	17	16	44	109	104	66	86	43	111	240	790	416	1044	
Wilkes Barre	0.85	2	37	7	PD	YES	5	YES	1	167	NO	3	4	4	11	12	40	73	123	49	16	23	15	54	100	129	75	
Wilkes Barre	0.85	2	34	1	PD	NO	2	NO	5	254	YES	1	1	4	6	8	18	18	35	38	35	84	36	155	216	492	200	
Wilkes Barre	0.85	2	41	14	PD	NO	3	NO	5	228	YES	3	1	4	8	6	19	58	36	43	52	31	35	118	339	164	217	
Wilkes Barre	0.85	2	44	8	PD	NO	2	NO	2	137	YES	2	1	2	5	10	32	48	25	16	29	25	18	72	188	120	113	
Wilkes Barre	0.85	2	31	2	GP	NO	1	NO	6	489	NO	5	5	5	15	15	54	101	134	43	73	77	68	218	618	640	620	
Wilkes Barre	0.85	2	36	8	GP	NO	0	NO	2	236	YES	5	1	2	8	13	46	106	31	12	86	39	66	191	880	368	613	
Wilkes Barre	0.85	2	56	32	RH	NO	3	NO	4	482	NO	7	3	8	18	17	51	148	90	72	112	131	185	428	2078	2546	3613	
Wilkes Barre	0.85	2	52	30	RH	YES	5	NO	4	572	NO	8	3	9	20	18	45	167	97	87	95	108	151	354	1612	2124	2730	
Wilkes Barre	0.85	2	55	36	GP	NO	5	YES	7	413	NO	3	1	5	9	15	43	74	27	28	77	74	148	299	728	587	1336	
Wilkes Barre	0.85	2	58	34	GP	NO	3	YES	6	496	YES	4	1	10	15	15	38	90	25	101	114	65	185	364	982	582	1610	
Daytona	0.79	2	57	30	RH	NO	0	NO	6	667	YES	6	7	9	22	19	51	105	178	88	88	176	193	457	1840	3347	3638	
Daytona	0.79	2	53	29	PD	NO	3	NO	3	194	YES	1	1	3	5	3	10	22	23	29	11	21	25	57	48	134	161	
Daytona	0.79	2	49	23	PD	YES	5	YES	6	300	NO	2	3	4	9	3	6	42	98	35	30	53	46	129	213	297	270	
Daytona	0.79	2	54	25	GP	YES	5	YES	3	350	NO	2	4	2	8	4	7	33	115	20	68	82	68	218	634	741	599	
Daytona	0.79	2	44	5	PD	NO	2	NO	10	376	YES	6	2	4	12	15	49	129	65	49	67	35	52	154	454	166	286	
Daytona	0.79	2	39	6	PD	NO	1	NO	4	191	NO	4	3	4	11	21	47	83	87	48	28	25	43	96	144	179	253	
Daytona	0.79	2	45	8	GP	NO	3	NO	3	257	YES	5	3	3	11	15	43	114	89	29	21	55	10	86	188	531	76	
Daytona	0.79	2	42	17	RH	NO	1	NO	7	598	YES	7	6	8	21	24	77	146	183	69	120	88	181	389	2347	1604	3240	
Daytona	0.79	2	60	32	RH	NO	2	NO	2	407	YES	3	3	8	14	11	35	53	96	73	70	61	98	229	1376	1301	1820	
Daytona	0.79	2	44	18	PD	NO	1	NO	3	144	YES	1	1	5	7	5	11	16	27	50	13	2	20	35	76	21	120	
Daytona	0.79	2	30	0	RH	NO	2	NO	1	532	YES	2	5	11	18	11	44	23	152	93	87	121	165	373	1762	2148	3292	
Daytona	0.79	2	55	19	RH	YES	5	YES	7	535	NO	6	4	3	13	15	48	117	129	27	125	68	158	351	2487	1252	2812	
Daytona	0.79	2	47	23	PD	YES	5	YES	4	218	NO	3	2	4	9	7	15	71	59	19	36	33	15	84	244	213	91	
Daytona	0.79	2	34	1	PD	NO	5	YES	4	129	NO	1	2	1	4	5	12	14	83	12	13	19	6	38	77	138	37	
Daytona	0.79	2	35	4	GP	NO	3	NO	8	403	YES	1	2	7	10	7	18	18	59	77	56	87	96	239	488	803	907	
Daytona	0.79	2	56	25	RH	YES	5	YES	1	332	NO	3	4	3	10	10	30	52	115	20	121	118	80	319	2032	2250	1685	
Daytona	0.79	2	39	4	GP	YES	5	YES	1	218	YES	4	2	5	11	9	22	78	69	51	49	29	71	149	392	224	570	
Daytona	0.79	2	40	0	GP	NO	5	YES	4	324	NO	1	4	7	12	6	18	18	123	58	29	40	113	182	271	348	1060	
Daytona	0.79	2	62	36	RH	YES	3	YES	4	424	NO	9	5	8	22	26	71	209	143	97	168	66	98	332	3362	1387	1670	
Daytona	0.79	2	56	21	PD	YES	4	YES	6	257	NO	4	4	3	11	17	44	76	113	37	43	31	15	89	268	202	106	
Washington	0.79	3	56	35	GP	YES	5	YES	2	198	NO	2	1	5	8	12	33	49	19	52	31	14	30	75	267	139	269	
Washington	0.79	3	51	19	RH	NO	5	YES	10	755	NO	7	6	7	20	24	61	152	182	67	151	154	266	571	2924	3046	5139	
Washington	0.79	3	42	10	GP	YES	4	YES	3	271	NO	2	1	4	7	9	29	41	28	44	50	53	75	178	430	486	674	
Washington	0.79	3	53	39	PD	YES	1	NO	1	122	YES	2	1	2	5	10	33	35	32	18	6	32	6	44	29	194	22	
Washington	0.79	3	47	19	GP	YES	5	NO	3	311	NO	4	4	2	10	15	50	84	139	32	60	53	69	182	549	457	591	
Washington	0.79	3	56	34	GP	YES	0	NO	6	299	YES	4	3	4	11	17	54	94	106	38	63	76	44	183	628	723	388	
Washington	0.79	3	47	17	RH	NO	5	NO	5	527	NO	7	2	5	14	23	81	150	55	58	132	40	82	254	2462	684	1626	
Washington	0.79	3	43	18	PD	NO	3	NO	1	114	YES	2	1	4	7	5	11	41	35	37	29	2	26	57	184	17	151	
Washington	0.79	3	32	1	RH	NO	5	NO	8	654	YES	9	7	11	27	27	83	195	196	108	87	228	130	445	1636	4228	2420	
Washington	0.79	3	45	16	PD	YES	2	NO	3	232	NO	2	5	3	10	7	22	39	162	20	11	35	41	87	75	240	284	
Washington	0.79	3	64	35	GP	NO	5	YES	6	377	NO	5	4	4	13	10	29	102	117	33	61	48	53	162	584	444	513	
Washington	0.79	3	61	28	RH	NO	5	YES	2	552	NO	3	5	9	17	7	20	53	170	99	108	105	113	326	2239	2091	2187	
Washington	0.79	3	37	0	PD	NO	5	YES	5	326	NO	2	4	3	9	7	21	39	120	28	58	38	66	162	347	197	428	
Washington	0.79	3	31	9	GP	YES	3	NO	8	378	YES	2	4	7	13	4	12	47	126	70	66	119	109	294	656	938	998	
Washington	0.79	3	31	1	GP	NO	4	YES	5	356	NO	2	3	7	12	5	17	33	84	55	45	92	122	259	426	780	1055	
Washington	0.79	3	55	36	GP	NO	2	NO	4	224	YES	3	2	6	11	8	23	50	59	59	41	67	36	144	362	527	328	
Washington	0.79	3	43	7	PD	NO	2	YES	10	394	NO	1	5	2	8	3	5	24	169	24	34	66	24	124	219	330	132	
Washington	0.79	3	65	43	GP	NO	2	NO	3	315	YES	1	5	4	10	3	2	24	144	37	34	56	48	138	332	494	444	
Washington	0.79	3	64	39	PD	YES	5	YES	3	199	YES	3	6	5	14	10	33	66	179	46	26	24	33	83	179	111	213	
Washington	0.79	3	43	2	PD	YES	5	YES	2	124	NO	3	3	2	8	9	19	66	82	25	15	18	7	40	86	89	47	
Edinburg	0.8	3	55	25	GP	NO	5	YES	6	369	NO	4	2	7	13	13	36	99	57	60	116	53	77	246	1069	446	626	
Edinburg	0.8	3	44	12	PD	NO	2	YES	7	264	YES	4	2	4	10	17	39	72	63	50	42	23	37	102	190	107	241	
Edinburg	0.8	3	52	23	RH	YES	5	YES	6	537	YES	8	5	5	18	21	41	148	133	53	109	124	137	370	1948	2399	2489	
Edinburg	0.8	3	42	12	GP	YES	0	NO	1	222	NO	2	3	2	7	5	16	39	93	19	32	73	8	113	316	616	65	
Edinburg	0.8	3	52	26	PD	YES	5	YES	2	151	NO	2	3	3	8	10	20	21	85	20	9	10	22	41	64	56	129	
Edinburg	0.8	3	33	0	PD	YES	5	NO	7	242	NO	3	3	4	10	15	53	57	82	39	17	28	29	74	100	133	144	
Edinburg	0.8	3	40	1	RH	NO	5	YES	6	626	YES	5	10	8	23	17	41	111	270	73	119	268	196	583	2236	5180	4002	
Edinburg	0.8	3	48	22	RH	NO	5	YES	4	529	YES	10	7	7	24	34	93	211	185	63	118	132	153	403	2383	2624	2794	
Edinburg	0.8	3	52	35	GP	NO	2	NO	4	315	YES	4	3	4	11	8	26	101	80	32	54	34	65	153	507	306	572	
Edinburg	0.8	3	40	16	RH	YES	1	YES	3	405	YES	7	4	6	17	32	100	158	103	49	103	71	138	312	1991	1310	2467	
Edinburg	0.8	3	48	20	PD	NO	4	YES	5	220	YES	2	2	7	11	6	17	41	59	73	13	31	36	80	81	147	241	
Edinburg	0.8	3	39	10	PD	NO	3	YES	2	183	YES	4	2	3	9	13	30	67	62	25	48	17	13	78	293	103	70	
Edinburg	0.8	3	36	4	GP	YES	1	NO	6	422	YES	6	7	2	15	17	45	135	217	27	111	56	35	202	1023	518	293	
Edinburg	0.8	3	45	20	RH	YES	5	YES	3	468	NO	2	6	8	16	6	12	37	196	58	32	199	169	400	541	3811	3102	
Edinburg	0.8	3	33	4	RH	YES	4	YES	5	430	YES	5	6	11	22	15	41	114	142	112	82	92	198	372	1470	1768	3741	
Edinburg	0.8	3	34	11	PD	YES	2	NO	3	142	NO	1	1	2	4	2	7	15	18	18	8	9	29	46	32	53	186	
Edinburg	0.8	3	56	27	RH	YES	5	YES	3	600	NO	6	7	11	24	14	39	115	192	107	101	182	161	444	1884	3451	3187	
Edinburg	0.8	3	31	0	GP	NO	5	YES	4	350	NO	1	2	5	8	4	13	20	70	64	16	70	114	200	178	627	991	
Oakland	0.95	3	64	46	RH	NO	2	NO	5	560	YES	4	3	6	13	18	55	92	92	51	165	194	164	523	3073	3498	3073	
Oakland	0.95	3	56	33	GP	NO	2	NO	5	274	YES	3	6	8	17	13	45	57	161	91	28	52	67	147	250	471	591	
Oakland	0.95	3	43	15	GP	NO	1	NO	6	433	YES	1	6	10	17	4	13	14	192	96	10	115	157	282	65	1088	1328	
Oakland	0.95	3	53	26	GP	YES	5	NO	2	281	NO	5	2	4	11	22	57	79	53	36	37	24	27	88	350	207	239	
Oakland	0.95	3	54	21	RH	YES	5	YES	6	601	NO	4	4	15	23	13	51	70	121	161	84	68	181	333	1525	1270	3427	
Oakland	0.95	3	49	13	PD	YES	5	YES	4	185	NO	3	3	1	7	7	25	60	96	7	36	25	11	72	195	172	74	
Oakland	0.95	3	49	29	RH	NO	0	NO	3	368	YES	3	2	9	14	10	23	65	41	88	72	41	103	216	1353	790	2043	
Oakland	0.95	3	60	30	GP	YES	2	NO	7	402	YES	4	4	7	15	9	41	66	128	83	67	65	66	198	653	545	639	
Oakland	0.95	3	33	0	GP	NO	4	NO	6	337	NO	9	1	5	15	31	66	144	12	39	91	18	55	164	821	185	506	
Oakland	0.95	3	56	36	PD	NO	1	NO	3	217	YES	1	3	5	9	2	5	26	74	44	32	18	41	91	227	85	209	
Oakland	0.95	3	40	7	PD	NO	5	NO	1	99	NO	1	1	2	4	3	8	21	43	15	7	22	11	40	44	167	52	
Oakland	0.95	3	39	14	GP	YES	5	YES	2	190	NO	4	3	3	10	13	41	86	105	25	59	41	14	114	526	402	143	
Oakland	0.95	3	55	22	PD	NO	1	NO	6	248	YES	2	4	2	8	7	19	33	139	17	24	54	9	87	119	354	58	
Oakland	0.95	3	40	13	GP	YES	5	YES	4	303	NO	3	4	4	11	12	36	69	112	28	79	64	75	218	785	570	740	
Oakland	0.95	3	37	0	PD	NO	5	YES	5	227	YES	3	5	6	14	13	29	67	127	52	16	24	22	62	112	155	141	
Oakland	0.95	3	49	26	GP	YES	5	YES	2	167	NO	2	3	4	9	5	23	35	91	39	39	49	37	125	343	437	332	
Oakland	0.95	3	35	5	PD	NO	2	NO	2	154	NO	4	1	1	6	12	33	81	37	5	33	8	5	46	222	50	26	
Oakland	0.95	3	32	10	RH	YES	5	NO	2	477	YES	5	2	4	11	16	47	89	75	48	139	153	69	361	2777	2973	1518	
Oakland	0.95	3	38	10	RH	NO	1	NO	1	475	YES	2	3	4	9	3	8	36	106	43	94	48	157	299	1759	922	3140	
San Bernardino	1	3	50	26	PD	YES	3	YES	5	234	YES	2	2	5	9	2	5	44	64	31	22	28	19	69	130	147	121	
San Bernardino	1	3	53	30	RH	YES	5	YES	4	557	NO	4	5	12	21	12	36	66	173	131	87	168	192	447	1600	3208	3705	
San Bernardino	1	3	41	18	GP	NO	5	NO	3	189	NO	3	2	3	8	9	28	61	65	32	28	49	65	142	248	425	621	
San Bernardino	1	3	42	28	RH	NO	3	NO	4	495	NO	4	5	5	14	18	29	62	149	46	99	126	107	332	1904	2331	1986	
San Bernardino	1	3	55	29	RH	YES	4	NO	9	688	YES	4	6	8	18	13	47	64	168	94	162	144	280	586	3064	2911	5322	
San Bernardino	1	3	60	36	PD	YES	2	NO	4	162	YES	1	1	7	9	4	12	15	19	77	8	11	22	41	43	74	171	
San Bernardino	1	3	65	33	RH	NO	3	NO	2	554	NO	5	5	3	13	15	50	87	170	27	244	180	92	516	4515	3135	1646	
San Bernardino	1	3	34	4	GP	NO	3	YES	3	251	YES	3	5	4	12	9	30	53	137	35	28	52	53	133	238	520	426	
San Bernardino	1	3	34	12	PD	NO	1	NO	2	104	YES	2	1	1	4	9	31	29	36	13	13	7	8	28	69	25	40	
San Bernardino	1	3	40	12	GP	YES	2	YES	6	264	YES	4	4	4	12	10	24	84	126	28	67	62	53	182	665	498	437	
San Bernardino	1	3	52	15	RH	NO	4	NO	6	558	YES	5	3	10	18	17	43	101	96	113	128	123	164	415	2343	2179	3037	
San Bernardino	1	3	44	17	GP	NO	5	NO	2	228	NO	2	2	3	7	3	5	55	60	33	42	59	43	144	339	496	351	
San Bernardino	1	3	50	29	PD	YES	5	YES	10	374	NO	2	5	7	14	10	33	47	152	76	7	70	89	166	58	431	618	
San Bernardino	1	3	53	39	RH	NO	3	YES	2	434	NO	7	2	12	21	18	57	152	60	125	127	37	151	315	2350	700	2968	
San Bernardino	1	3	31	0	RH	NO	2	NO	4	666	YES	5	6	6	17	12	35	93	187	61	272	198	123	593	5312	3841	2256	
San Bernardino	1	3	62	31	GP	NO	4	YES	5	335	YES	3	8	7	18	15	50	57	233	75	35	51	75	161	348	453	678	
San Bernardino	1	3	51	19	RH	YES	4	NO	5	625	NO	3	2	7	12	11	28	57	74	68	70	82	174	326	1121	1653	3123	
San Bernardino	1	3	47	18	GP	NO	4	NO	3	287	NO	1	4	1	6	4	17	15	90	16	4	61	81	146	31	584	792	
San Bernardino	1	3	38	12	PD	YES	5	YES	1	96	NO	1	4	3	8	3	5	17	128	30	1	13	8	22	7	117	39	
San Bernardino	1	3	57	31	GP	NO	0	NO	7	444	YES	4	2	9	15	17	66	65	73	93	85	101	119	305	701	874	1058	
Birmingham	0.78	1	50	22	PD	NO	5	YES	4	208	NO	2	2	2	6	5	15	35	56	16	9	21	11	41	42	118	78	
Birmingham	0.78	1	43	12	RH	NO	4	YES	8	560	YES	2	2	9	13	5	21	47	58	72	147	105	184	436	2827	1953	3458	
Birmingham	0.78	1	57	25	RH	YES	4	YES	3	601	YES	8	5	7	20	24	73	183	129	59	182	208	206	596	3356	3991	3697	
Birmingham	0.78	1	39	8	GP	YES	2	NO	2	183	YES	2	2	4	8	7	18	38	67	46	20	38	38	96	154	402	305	
Birmingham	0.78	1	55	26	GP	YES	3	YES	2	232	YES	2	1	5	8	8	35	28	33	45	48	28	74	150	375	278	684	
Birmingham	0.78	1	37	9	RH	NO	1	NO	3	422	YES	7	5	7	19	21	76	152	136	54	164	142	96	402	3056	2621	2076	
Birmingham	0.78	1	64	39	PD	YES	2	YES	2	121	YES	2	2	1	5	8	14	47	53	9	25	21	4	50	156	105	23	
Birmingham	0.78	1	51	26	GP	NO	5	YES	4	275	YES	2	3	5	10	2	6	29	92	32	32	66	76	174	258	598	731	
Birmingham	0.78	1	32	6	RH	NO	2	NO	1	467	NO	4	2	10	16	12	34	86	58	93	96	78	95	269	1865	1524	1929	
Birmingham	0.78	1	50	30	GP	YES	5	YES	3	266	NO	4	2	9	15	14	36	75	61	100	49	30	64	143	511	275	524	
Birmingham	0.78	1	51	24	PD	NO	1	NO	1	139	YES	3	3	2	8	7	23	62	102	23	2	27	21	50	6	178	127	
Birmingham	0.78	1	55	15	GP	YES	3	YES	9	404	NO	5	3	5	13	23	70	89	97	48	98	49	92	239	889	508	823	
Birmingham	0.78	1	35	6	PD	NO	3	NO	3	185	YES	1	1	7	9	5	13	26	24	77	4	32	44	80	42	165	268	
Birmingham	0.78	1	41	10	PD	NO	5	YES	3	177	NO	3	2	4	9	10	46	70	60	33	28	7	20	55	118	54	124	
Birmingham	0.78	1	36	10	PD	NO	3	YES	4	166	YES	3	1	4	8	8	28	87	37	26	25	11	25	61	121	74	162	
Birmingham	0.78	1	58	24	PD	NO	1	NO	7	330	YES	2	3	6	11	11	32	32	94	58	75	45	63	183	485	295	354	
Birmingham	0.78	1	54	26	RH	YES	5	YES	3	566	NO	6	3	4	13	26	80	114	84	45	148	105	166	419	2845	1984	3098	
Birmingham	0.78	1	63	42	PD	YES	5	YES	4	244	NO	3	1	5	9	6	9	57	38	47	50	31	34	115	271	175	170	
Lansing	0.83	2	61	39	PD	NO	5	YES	3	168	NO	2	2	3	7	7	19	33	62	28	16	23	25	64	100	145	131	
Lansing	0.83	2	42	14	RH	YES	5	YES	3	499	NO	7	5	7	19	28	96	96	157	75	179	135	89	403	3559	2707	1747	
Lansing	0.83	2	34	9	RH	YES	5	NO	6	530	NO	3	5	9	17	9	30	67	165	89	182	86	192	460	3297	1684	3539	
Lansing	0.83	2	48	14	PD	NO	2	NO	4	159	YES	2	1	2	5	7	30	49	37	16	20	8	33	61	80	50	255	
Lansing	0.83	2	51	18	RH	NO	1	NO	5	524	YES	2	8	4	14	9	31	34	239	51	102	190	162	454	1815	3684	3129	
Lansing	0.83	2	62	32	PD	YES	2	YES	3	184	NO	2	2	1	5	7	24	42	59	22	38	33	3	74	215	223	9	
Lansing	0.83	2	36	8	GP	NO	1	NO	1	225	YES	3	3	3	9	16	59	71	85	30	24	56	13	93	257	527	97	
Lansing	0.83	2	48	19	PD	NO	5	YES	8	360	NO	1	4	7	12	3	5	29	130	72	39	54	52	145	197	282	303	
Lansing	0.83	2	42	20	GP	NO	5	YES	5	360	NO	1	2	3	6	3	10	27	50	23	59	37	129	225	512	340	1134	
Lansing	0.83	2	35	17	PD	YES	4	YES	2	139	YES	1	2	4	7	5	16	10	59	31	8	15	27	50	54	94	168	
Lansing	0.83	2	63	39	RH	YES	1	NO	3	485	YES	4	8	4	16	12	47	68	208	36	90	122	212	424	1678	2345	4050	
Lansing	0.83	2	56	26	GP	NO	4	YES	8	485	YES	5	6	7	18	24	89	104	172	68	77	90	83	250	691	833	752	
Lansing	0.83	2	33	9	RH	NO	2	NO	4	444	YES	7	5	5	17	24	70	138	140	28	98	158	108	364	1858	3155	1963	
Lansing	0.83	2	53	26	RH	YES	2	NO	1	470	YES	2	4	8	14	8	21	47	100	103	70	138	167	375	1312	2806	3317	
Lansing	0.83	2	59	35	RH	NO	5	NO	4	415	YES	4	3	14	21	14	38	83	87	164	101	84	179	364	2049	1385	3344	
Lansing	0.83	2	62	30	RH	YES	5	YES	5	540	NO	6	7	13	26	20	64	126	236	128	92	116	87	295	1667	2073	1526	
Lansing	0.83	2	34	4	PD	YES	3	NO	4	237	NO	3	5	4	12	10	22	52	138	49	9	41	55	105	53	259	333	
Lansing	0.83	2	47	8	GP	NO	4	NO	5	356	NO	3	3	5	11	8	23	64	101	66	40	67	88	195	288	662	756	
Augusta	0.78	1	37	12	RH	YES	5	YES	1	356	NO	3	2	13	18	12	34	48	53	129	29	12	108	149	563	282	2193	
Augusta	0.78	1	58	26	RH	YES	4	YES	6	627	NO	13	6	11	30	41	142	241	154	113	125	65	127	317	2440	1375	2401	
Augusta	0.78	1	32	1	PD	NO	1	NO	2	186	YES	1	3	2	6	3	8	23	84	17	22	47	16	85	155	273	122	
Augusta	0.78	1	31	1	GP	NO	0	NO	1	132	YES	2	1	1	4	8	22	42	25	7	32	30	11	73	277	285	89	
Augusta	0.78	1	53	26	RH	YES	5	YES	4	433	NO	3	5	4	12	12	27	61	153	40	88	153	120	361	1680	2695	2298	
Augusta	0.78	1	37	9	RH	NO	5	NO	5	528	NO	5	4	10	19	18	47	110	129	100	80	85	139	304	1431	1803	2793	
Augusta	0.78	1	62	41	PD	YES	4	NO	9	365	NO	2	3	5	10	5	16	41	87	36	21	30	57	108	123	136	334	
Augusta	0.78	1	41	8	GP	NO	3	YES	5	294	NO	1	2	5	8	6	14	25	68	45	37	74	107	218	343	704	937	
Augusta	0.78	1	32	8	GP	NO	4	YES	7	344	NO	1	6	6	13	4	11	28	175	73	16	119	71	206	156	1053	697	
Augusta	0.78	1	41	19	GP	NO	2	NO	8	428	YES	4	3	10	17	7	17	92	85	106	98	93	101	292	883	826	887	
