SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Buffalo	0.85	1	59	33	GP	NO	2	NO	5	309	YES	5	2	7	14	20	56	109	53	91	54	24	46	124	515	211	359	
Buffalo	0.85	1	46	13	PD	NO	4	NO	3	207	NO	4	2	5	11	7	28	74	67	55	43	5	32	80	256	30	241	
Bakersfield	0.98	3	56	21	PD	NO	1	YES	4	223	YES	3	3	8	14	11	37	55	75	65	14	22	26	62	98	111	130	
Bakersfield	0.98	3	31	0	GP	YES	5	YES	10	457	NO	7	3	8	18	25	80	138	95	88	75	88	94	257	634	774	841	
Bakersfield	0.98	3	45	10	RH	NO	5	YES	7	571	NO	8	10	16	34	22	55	166	299	167	179	140	124	443	3681	2598	2430	
Bakersfield	0.98	3	63	28	PD	NO	5	YES	9	327	YES	3	4	9	16	11	37	64	115	114	36	47	60	143	208	276	353	
Bakersfield	0.98	3	45	26	RH	YES	2	NO	6	693	NO	3	7	11	21	8	21	56	231	127	63	210	198	471	1115	3700	4081	
Bakersfield	0.98	3	60	36	RH	YES	4	NO	2	411	NO	7	6	6	19	27	88	157	164	66	132	94	102	328	2489	1720	1861	
Bakersfield	0.98	3	47	8	RH	NO	3	NO	2	421	NO	2	5	9	16	7	25	41	153	88	52	59	135	246	1038	1112	2698	
Bakersfield	0.98	3	52	25	PD	NO	1	NO	5	314	YES	1	1	9	11	4	10	19	28	109	19	2	57	78	117	17	306	
Bakersfield	0.98	3	38	9	PD	YES	5	YES	2	156	NO	2	3	1	6	5	17	40	88	3	18	26	4	48	77	154	12	
Bakersfield	0.98	3	51	21	PD	YES	3	NO	4	209	YES	2	3	3	8	6	13	41	92	16	30	26	24	80	153	109	165	
Bakersfield	0.98	3	32	1	RH	NO	5	YES	2	386	NO	6	5	5	16	25	63	124	148	48	91	125	60	276	1625	2322	1177	
Bakersfield	0.98	3	45	15	PD	NO	2	NO	3	193	YES	5	2	5	12	12	29	96	44	53	34	10	31	75	211	63	150	
Bakersfield	0.98	3	31	3	RH	NO	4	YES	8	656	NO	12	6	13	31	30	83	259	143	123	159	104	148	411	2833	1910	2859	
Bakersfield	0.98	3	37	5	RH	NO	4	NO	1	452	YES	5	4	9	18	14	47	93	126	67	130	91	124	345	2436	1718	2146	
Bakersfield	0.98	3	52	27	PD	NO	1	NO	1	131	NO	6	3	4	13	19	51	115	88	30	31	6	6	43	198	22	18	
Bakersfield	0.98	3	61	32	RH	YES	5	NO	2	357	NO	3	3	4	10	10	36	80	87	35	138	68	98	304	2754	1339	1934	
Bakersfield	0.98	3	44	15	RH	NO	5	YES	4	513	NO	6	4	12	22	18	53	121	118	125	182	105	182	469	3443	2135	3434	
Bakersfield	0.98	3	44	16	GP	YES	3	YES	6	402	NO	7	5	5	17	15	47	134	131	45	61	51	64	176	568	425	547	
Bellevue	0.9	2	34	8	PD	YES	5	YES	1	98	NO	2	2	2	6	6	15	27	70	17	11	16	13	40	64	89	69	
Bellevue	0.9	2	54	30	GP	NO	5	YES	7	377	YES	3	7	3	13	14	49	75	214	31	44	122	52	218	420	1175	495	
Bellevue	0.9	2	46	16	RH	YES	5	YES	1	492	NO	4	6	9	19	12	31	78	159	109	93	154	123	370	1873	2964	2329	
Bellevue	0.9	2	62	44	GP	NO	4	YES	2	214	YES	2	3	5	10	10	39	31	103	67	12	56	52	120	121	557	416	
Bellevue	0.9	2	42	14	RH	YES	5	YES	6	599	NO	8	4	15	27	30	102	133	134	140	173	48	193	414	3220	913	3624	
Bellevue	0.9	2	49	13	RH	NO	3	NO	5	672	YES	10	7	14	31	31	85	217	170	144	140	152	122	414	2837	2905	2474	
Bellevue	0.9	2	52	21	RH	NO	2	NO	4	575	NO	9	5	11	25	23	69	193	153	94	141	128	156	425	2768	2545	2964	
Bellevue	0.9	2	42	15	PD	NO	2	NO	11	430	NO	3	7	5	15	9	30	57	215	40	60	58	40	158	360	324	214	
Bellevue	0.9	2	53	21	RH	YES	4	NO	4	423	NO	3	4	6	13	10	39	66	117	58	99	131	103	333	1737	2571	1942	
Bellevue	0.9	2	52	29	GP	YES	2	NO	3	202	NO	1	3	5	9	7	16	19	83	41	13	33	45	91	114	284	377	
Bellevue	0.9	2	50	26	RH	NO	4	NO	4	520	NO	5	4	9	18	14	31	118	115	84	174	88	118	380	3329	1771	2259	
Bellevue	0.9	2	63	32	RH	NO	4	NO	4	584	NO	5	3	13	21	14	36	85	91	118	224	125	182	531	4416	2480	3517	
Bellevue	0.9	2	56	24	GP	YES	5	YES	4	325	NO	1	3	3	7	2	3	30	59	35	51	72	103	226	403	669	857	
Bellevue	0.9	2	54	29	RH	YES	2	NO	9	748	YES	9	6	11	26	28	82	201	163	117	201	151	220	572	3727	2696	4217	
Bellevue	0.9	2	56	31	GP	NO	1	NO	3	256	YES	1	2	3	6	2	8	11	46	26	41	68	54	163	410	526	488	
Bellevue	0.9	2	36	21	PD	YES	5	NO	9	396	NO	4	9	4	17	15	33	69	289	37	69	93	36	198	396	559	203	
Bellevue	0.9	2	34	10	GP	YES	4	YES	5	271	YES	3	1	5	9	10	32	74	34	47	38	22	49	109	356	194	482	
Bellevue	0.9	2	54	23	PD	NO	5	YES	3	225	NO	5	1	6	12	19	62	99	36	54	39	4	49	92	222	45	356	
Memphis	0.93	3	43	21	PD	NO	3	NO	5	292	YES	2	4	4	10	11	36	40	113	43	29	67	44	140	236	398	252	
Memphis	0.93	3	38	10	GP	NO	1	NO	5	306	YES	5	2	5	12	18	50	98	81	43	81	19	56	156	737	170	517	
Memphis	0.93	3	59	33	PD	YES	5	YES	2	184	NO	4	2	3	9	10	32	69	60	31	49	21	17	87	272	148	108	
Memphis	0.93	3	50	27	RH	NO	5	YES	7	710	NO	7	9	13	29	23	68	129	290	130	83	106	273	462	1502	1935	5312	
Memphis	0.93	3	57	29	RH	NO	5	YES	2	359	NO	5	5	6	16	18	60	83	139	51	56	43	58	157	1192	795	1105	
Memphis	0.93	3	58	34	GP	NO	5	YES	3	186	NO	2	3	5	10	6	12	41	103	52	33	50	54	137	313	437	441	
Memphis	0.93	3	56	23	RH	YES	0	NO	5	550	YES	5	7	8	20	15	45	92	191	67	139	96	138	373	2683	1628	2708	
Memphis	0.93	3	55	27	GP	YES	3	NO	5	328	NO	4	4	7	15	15	49	78	159	76	64	56	80	200	576	492	766	
Memphis	0.93	3	32	0	PD	NO	5	YES	4	233	NO	3	4	4	11	10	28	64	130	34	21	27	24	72	138	137	174	
Memphis	0.93	3	38	12	RH	NO	2	NO	4	506	YES	3	2	11	16	12	46	61	70	106	142	41	180	363	2696	742	3429	
Memphis	0.93	3	33	3	GP	YES	5	NO	5	371	NO	8	4	5	17	27	82	162	125	66	78	38	64	180	733	331	642	
Memphis	0.93	3	60	24	GP	YES	5	YES	1	158	NO	4	3	5	12	12	41	109	100	43	28	18	25	71	232	163	235	
Memphis	0.93	3	43	22	RH	YES	3	NO	5	518	YES	5	6	9	20	22	68	117	187	104	171	158	141	470	3244	3102	2883	
Memphis	0.93	3	60	35	GP	YES	4	YES	3	249	YES	2	3	3	8	10	31	42	103	23	14	36	97	147	118	315	885	
Memphis	0.93	3	55	28	RH	YES	2	NO	2	468	YES	5	4	4	13	14	39	108	129	35	44	78	109	231	876	1476	2127	
Memphis	0.93	3	44	11	PD	NO	0	NO	3	222	YES	4	1	5	10	14	29	85	37	36	36	32	33	101	238	174	178	
Memphis	0.93	3	40	8	GP	YES	4	YES	5	298	YES	4	3	4	11	14	34	74	97	27	39	64	61	164	350	561	575	
Memphis	0.93	3	38	12	PD	NO	4	NO	2	161	YES	2	1	2	5	7	14	48	28	16	42	11	21	74	212	78	112	
Memphis	0.93	3	64	35	RH	YES	2	NO	8	620	YES	6	9	13	28	21	59	111	254	144	168	220	264	652	3457	4299	4819	
Memphis	0.93	3	53	24	RH	YES	5	YES	4	649	NO	3	8	10	21	9	22	61	255	87	93	151	220	464	1715	2848	4162	
Kansas City	0.89	1	35	7	RH	YES	5	YES	6	647	NO	10	4	13	27	35	98	213	122	139	155	94	213	462	2935	1690	3985	
Kansas City	0.89	1	59	28	RH	YES	4	NO	9	720	YES	9	9	17	35	35	95	206	272	203	106	205	150	461	2019	4159	2675	
Kansas City	0.89	1	56	32	PD	YES	1	YES	3	194	YES	2	2	3	7	11	29	49	69	26	15	37	20	72	75	239	124	
Kansas City	0.89	1	63	33	RH	NO	5	NO	3	551	NO	5	6	11	22	11	30	80	188	112	143	173	186	502	2592	3313	3567	
Kansas City	0.89	1	63	35	GP	YES	0	YES	3	324	YES	2	6	8	16	10	28	42	178	74	32	59	83	174	308	524	723	
Kansas City	0.89	1	46	20	GP	NO	5	YES	5	317	NO	5	3	5	13	17	36	104	84	45	50	63	74	187	457	571	704	
Kansas City	0.89	1	49	21	PD	YES	2	YES	2	160	NO	2	5	3	10	10	28	40	192	18	10	23	5	38	64	155	30	
Kansas City	0.89	1	32	1	RH	NO	5	YES	1	323	NO	5	4	9	18	13	56	105	101	97	91	55	109	255	1627	1049	2014	
Kansas City	0.89	1	53	24	PD	NO	2	NO	5	254	YES	1	2	4	7	3	7	23	73	34	25	42	35	102	125	281	191	
Kansas City	0.89	1	57	25	PD	NO	4	YES	6	295	YES	2	2	10	14	6	21	49	70	126	41	14	64	119	217	61	367	
Kansas City	0.89	1	44	20	RH	YES	5	YES	6	649	NO	4	3	11	18	12	33	89	77	119	123	66	226	415	2421	1306	4266	
Kansas City	0.89	1	34	0	GP	NO	1	NO	3	259	YES	3	3	6	12	12	30	54	95	59	36	57	89	182	327	509	776	
Kansas City	0.89	1	38	21	GP	YES	1	YES	6	386	NO	3	3	6	12	12	36	53	85	44	41	47	50	138	315	386	410	
Kansas City	0.89	1	33	5	GP	YES	5	YES	3	368	NO	2	3	7	12	9	29	33	108	83	19	104	123	246	158	904	1139	
Kansas City	0.89	1	48	26	RH	YES	5	YES	2	489	NO	6	2	14	22	19	56	114	58	136	85	59	203	347	1624	1176	3646	
Kansas City	0.89	1	49	20	RH	NO	1	NO	2	404	NO	5	6	8	19	20	56	86	205	80	82	140	131	353	1536	2709	2468	
Kansas City	0.89	1	36	8	RH	NO	5	YES	1	435	NO	5	9	1	15	13	50	80	258	3	87	134	15	236	1838	2734	262	
Kansas City	0.89	1	39	8	GP	NO	2	NO	5	300	NO	5	4	7	16	20	64	99	116	57	47	40	75	162	405	379	735	
Kansas City	0.89	1	40	19	GP	NO	3	YES	2	186	YES	2	2	8	12	5	12	45	55	67	17	22	54	93	181	136	488	
Kansas City	0.89	1	53	23	RH	YES	5	YES	3	291	NO	1	4	9	14	3	8	20	133	106	5	61	81	147	95	1241	1591	
Chapel Hill	0.84	2	65	39	PD	YES	2	YES	3	181	YES	1	1	4	6	2	6	16	17	37	29	3	31	63	162	13	195	
Chapel Hill	0.84	2	50	27	RH	YES	2	NO	5	596	YES	7	3	15	25	25	71	113	102	162	107	117	200	424	1963	2188	3683	
Chapel Hill	0.84	2	55	23	PD	NO	1	NO	2	105	YES	2	1	6	9	6	23	42	25	63	11	16	19	46	37	89	149	
Chapel Hill	0.84	2	32	23	GP	NO	5	NO	4	387	NO	3	5	3	11	12	35	63	153	36	49	90	102	241	425	848	864	
Chapel Hill	0.84	2	42	25	PD	NO	3	NO	2	118	YES	3	1	2	6	14	41	69	37	16	33	7	8	48	183	29	39	
Chapel Hill	0.84	2	42	8	RH	YES	3	NO	1	418	YES	1	5	9	15	4	14	13	144	80	18	65	178	261	350	1320	3335	
Chapel Hill	0.84	2	54	21	GP	YES	5	NO	4	258	NO	3	4	3	10	11	32	55	110	26	31	42	62	135	277	423	545	
Chapel Hill	0.84	2	44	24	GP	NO	1	YES	4	396	YES	5	4	9	18	18	57	92	125	91	70	67	98	235	680	595	865	
Chapel Hill	0.84	2	43	19	RH	YES	2	NO	4	389	YES	7	4	7	18	22	65	124	129	71	101	96	108	305	1925	1840	2076	
Chapel Hill	0.84	2	60	33	PD	YES	5	YES	1	147	NO	1	2	4	7	3	7	11	68	20	4	18	32	54	27	147	198	
Chapel Hill	0.84	2	57	22	PD	YES	5	YES	7	258	NO	3	3	5	11	8	24	56	86	44	42	33	37	112	228	247	179	
Chapel Hill	0.84	2	59	26	PD	NO	2	NO	3	216	YES	2	1	4	7	4	13	38	28	29	10	16	39	65	64	104	232	
Chapel Hill	0.84	2	31	5	PD	NO	2	NO	4	183	YES	2	2	5	9	8	22	42	55	66	6	34	20	60	22	187	113	
Chapel Hill	0.84	2	36	9	RH	NO	3	NO	3	476	YES	5	6	6	17	18	43	102	194	54	50	104	140	294	959	2052	2603	
Chapel Hill	0.84	2	54	30	GP	NO	5	YES	3	257	NO	2	1	5	8	7	14	35	34	50	28	32	98	158	278	283	864	
Chapel Hill	0.84	2	31	1	PD	NO	4	YES	7	263	YES	5	3	7	15	13	39	86	79	64	34	19	29	82	207	109	200	
Chapel Hill	0.84	2	38	2	PD	NO	2	NO	4	155	YES	2	1	6	9	7	20	40	20	59	10	7	22	39	38	65	104	
Chapel Hill	0.84	2	30	0	GP	YES	5	NO	2	227	YES	3	2	4	9	13	37	53	69	40	27	32	50	109	231	290	503	
Lorain	0.8100000000000001	1	36	13	RH	YES	5	YES	3	462	NO	2	4	7	13	5	23	38	82	56	75	150	217	442	1485	2928	4113	
Lorain	0.8100000000000001	1	63	41	GP	YES	5	NO	3	242	NO	3	3	4	10	8	24	41	83	50	43	40	39	122	308	347	368	
Lorain	0.8100000000000001	1	61	21	PD	NO	5	YES	7	366	YES	3	2	5	10	10	34	54	55	56	45	7	68	120	300	36	439	
Lorain	0.8100000000000001	1	34	8	GP	YES	3	NO	7	367	YES	4	4	5	13	11	30	72	126	60	55	37	82	174	499	348	755	
Lorain	0.8100000000000001	1	55	29	RH	YES	3	YES	1	456	NO	4	4	12	20	9	20	86	115	113	70	55	154	279	1291	1019	2903	
Lorain	0.8100000000000001	1	41	14	PD	YES	2	YES	3	213	YES	1	2	5	8	6	22	22	54	68	20	17	27	64	145	74	134	
Lorain	0.8100000000000001	1	44	22	PD	NO	5	YES	7	306	YES	4	4	5	13	16	42	76	119	59	37	43	36	116	192	291	227	
Lorain	0.8100000000000001	1	59	26	RH	NO	3	YES	1	475	YES	4	3	11	18	8	31	94	93	107	104	119	142	365	1971	2363	2897	
Lorain	0.8100000000000001	1	47	27	GP	NO	4	YES	1	156	NO	4	3	3	10	10	25	62	97	48	47	30	27	104	449	271	228	
Lorain	0.8100000000000001	1	35	0	RH	NO	3	NO	10	773	YES	3	4	10	17	13	41	51	134	93	111	193	287	591	2021	3692	5428	
Lorain	0.8100000000000001	1	59	31	RH	NO	2	NO	3	396	YES	4	5	8	17	16	49	82	146	64	125	102	104	331	2288	1822	1910	
Lorain	0.8100000000000001	1	44	14	PD	YES	1	NO	6	225	NO	1	4	1	6	8	22	18	112	4	36	40	7	83	242	211	32	
Lorain	0.8100000000000001	1	55	19	RH	YES	5	YES	3	481	NO	9	5	13	27	30	115	177	159	125	101	83	152	336	1803	1562	2781	
Lorain	0.8100000000000001	1	62	35	GP	YES	4	YES	5	352	NO	7	2	8	17	21	65	151	89	84	72	35	112	219	616	330	1025	
Lorain	0.8100000000000001	1	57	29	GP	YES	5	YES	9	422	NO	4	7	9	20	15	41	71	178	79	43	101	97	241	392	900	858	
Lorain	0.8100000000000001	1	33	0	RH	NO	5	YES	6	593	NO	4	8	10	22	12	41	84	241	105	134	235	215	584	2595	4442	3778	
Lorain	0.8100000000000001	1	32	0	RH	NO	2	NO	3	459	YES	5	10	11	26	14	44	136	297	89	45	115	101	261	825	2239	1847	
Lorain	0.8100000000000001	1	39	17	GP	YES	3	YES	3	263	NO	6	2	9	17	23	81	125	69	114	83	14	72	169	782	106	653	
Carlisle	0.93	1.5	59	21	PD	NO	2	YES	4	187	YES	3	3	3	9	7	19	69	96	22	18	36	31	85	106	217	156	
Carlisle	0.93	1.5	34	8	PD	NO	1	NO	4	204	YES	1	2	3	6	3	7	32	62	26	48	26	40	114	268	151	192	
Carlisle	0.93	1.5	35	15	RH	YES	4	NO	4	553	YES	7	4	9	20	19	46	161	119	87	155	73	249	477	2998	1395	4832	
Carlisle	0.93	1.5	33	12	PD	NO	5	NO	2	107	YES	3	4	3	10	11	37	77	123	31	9	21	11	41	31	112	78	
Carlisle	0.93	1.5	37	21	RH	YES	1	NO	4	541	NO	6	5	12	23	21	56	112	141	126	185	88	189	462	3338	1620	3678	
Carlisle	0.93	1.5	50	15	GP	YES	0	NO	4	287	YES	4	2	4	10	10	22	71	65	47	22	29	90	141	187	271	878	
Carlisle	0.93	1.5	31	0	RH	NO	5	YES	2	410	NO	2	5	8	15	9	36	47	143	63	51	100	164	315	939	1885	3105	
Carlisle	0.93	1.5	57	27	RH	NO	3	NO	6	521	YES	7	5	16	28	32	108	156	147	159	135	62	223	420	2441	1216	4156	
Carlisle	0.93	1.5	37	0	PD	NO	4	YES	4	216	NO	2	1	10	13	7	19	40	43	112	21	21	36	78	119	138	224	
Carlisle	0.93	1.5	31	5	PD	YES	4	NO	6	265	YES	5	2	6	13	14	45	94	67	39	38	40	46	124	227	221	240	
Carlisle	0.93	1.5	57	30	GP	YES	5	NO	1	176	NO	3	1	2	6	6	27	77	40	29	38	6	58	102	302	59	542	
Carlisle	0.93	1.5	64	34	PD	NO	0	NO	6	295	YES	3	6	3	12	7	31	60	191	29	50	59	43	152	283	364	232	
Carlisle	0.93	1.5	54	19	PD	NO	5	YES	5	199	NO	1	4	5	10	7	22	22	90	49	13	22	23	58	77	104	159	
Carlisle	0.93	1.5	52	27	PD	NO	2	NO	2	180	YES	3	5	5	13	2	2	59	135	48	21	23	8	52	113	110	57	
Carlisle	0.93	1.5	56	25	GP	YES	4	YES	7	407	NO	1	4	11	16	6	17	21	113	109	20	78	100	198	206	684	928	
Carlisle	0.93	1.5	64	39	PD	YES	5	YES	6	296	NO	3	2	5	10	8	25	61	48	42	59	28	40	127	370	182	281	
Carlisle	0.93	1.5	40	9	RH	NO	3	NO	3	520	NO	3	3	6	12	5	13	60	95	77	75	73	136	284	1390	1429	2370	
Carlisle	0.93	1.5	57	32	PD	NO	2	NO	7	282	YES	6	3	7	16	19	57	104	90	74	23	22	45	90	107	182	257	
Carlisle	0.93	1.5	51	19	GP	YES	4	YES	5	438	YES	8	4	11	23	28	90	182	131	115	93	51	120	264	838	446	1097	
Carlisle	0.93	1.5	59	36	GP	YES	5	YES	4	400	NO	5	5	8	18	13	49	114	141	80	78	76	109	263	750	696	1002	
Lakeland	0.86	5	42	18	PD	NO	3	NO	6	273	NO	2	4	6	12	8	27	61	114	51	48	25	40	113	311	160	208	
Lakeland	0.86	5	52	27	RH	YES	5	YES	1	388	NO	1	3	13	17	5	13	17	106	115	37	84	127	248	741	1503	2316	
Lakeland	0.86	5	35	5	PD	NO	5	YES	7	339	YES	6	3	3	12	22	83	127	80	40	57	40	6	103	325	269	22	
Lakeland	0.86	5	34	0	GP	YES	4	YES	8	357	YES	4	2	6	12	21	73	71	60	69	120	61	102	283	1061	526	879	
Lakeland	0.86	5	64	29	GP	NO	0	NO	4	319	YES	3	8	6	17	10	39	55	222	61	55	76	65	196	507	685	606	
Lakeland	0.86	5	58	27	RH	NO	5	NO	1	317	NO	2	3	11	16	6	13	51	94	113	41	46	109	196	778	874	2236	
Lakeland	0.86	5	40	13	PD	NO	2	YES	7	304	NO	3	2	5	10	8	22	70	37	42	37	43	59	139	254	290	331	
Lakeland	0.86	5	33	0	PD	YES	5	YES	6	358	NO	3	3	7	13	6	13	60	92	78	19	50	58	127	120	289	331	
Lakeland	0.86	5	65	35	RH	NO	1	NO	4	531	YES	6	5	10	21	14	35	106	147	107	76	63	216	355	1327	1203	4027	
Lakeland	0.86	5	53	27	PD	NO	3	YES	5	191	YES	3	3	5	11	10	32	52	98	50	22	19	29	70	113	79	189	
Lakeland	0.86	5	49	19	GP	NO	5	YES	4	283	YES	5	3	6	14	11	28	104	101	58	71	33	30	134	628	254	245	
Lakeland	0.86	5	57	28	GP	NO	3	NO	4	279	NO	1	5	7	13	3	7	20	163	63	15	56	86	157	142	494	753	
Lakeland	0.86	5	32	7	RH	NO	1	NO	3	429	YES	5	6	7	18	21	51	95	200	80	87	123	98	308	1647	2436	1832	
Lakeland	0.86	5	38	12	PD	YES	4	YES	7	217	NO	5	2	8	15	22	73	108	81	83	22	21	37	80	82	116	245	
Lakeland	0.86	5	54	24	GP	NO	3	YES	4	224	NO	1	1	8	10	6	20	10	41	70	13	61	49	123	114	581	466	
Lakeland	0.86	5	39	5	GP	NO	5	YES	9	475	NO	5	5	7	17	10	30	119	153	87	80	97	75	252	747	832	664	
Lakeland	0.86	5	38	17	GP	NO	1	NO	3	309	YES	3	1	8	12	10	31	53	33	55	29	49	72	150	264	447	696	
Lakeland	0.86	5	63	33	GP	YES	5	NO	12	624	NO	5	2	9	16	16	44	95	53	82	106	33	265	404	1002	302	2328	
Lakeland	0.86	5	65	23	PD	NO	5	NO	6	270	YES	3	6	7	16	5	19	54	168	76	32	65	20	117	172	332	134	
Lakeland	0.86	5	30	8	GP	NO	3	NO	6	406	YES	3	3	9	15	14	42	45	95	78	88	15	151	254	768	138	1404	
Honolulu	0.85	1	39	9	RH	YES	5	YES	3	475	NO	5	3	8	16	17	52	98	88	65	98	145	123	366	1826	2819	2383	
Honolulu	0.85	1	43	20	PD	NO	2	YES	7	271	NO	4	4	9	17	13	44	92	139	98	27	13	28	68	171	62	148	
Honolulu	0.85	1	33	7	RH	NO	4	NO	4	622	YES	6	9	10	25	21	66	141	270	94	124	206	121	451	2378	3980	2161	
Honolulu	0.85	1	60	27	RH	NO	0	NO	2	436	YES	4	7	6	17	15	40	92	204	65	37	124	116	277	766	2467	2218	
Honolulu	0.85	1	58	16	RH	NO	2	NO	7	608	YES	5	6	11	22	27	66	86	183	102	168	59	129	356	3030	1238	2412	
Honolulu	0.85	1	46	17	RH	YES	5	YES	4	435	NO	5	2	6	13	20	72	89	65	58	154	89	115	358	2744	1560	2027	
