SMSA	Coverage	DTC	Age	Years	Specialty	Subscribe	Num Hospital	Conference	Practice Size	Visits	Program	Details Nosorr	Details Paenex	Details Other	Total Details	Mention Nosor	Minutes Nosorr	Samples Nosorr	Samples Paenex	Samples Other	Rx Nosorr	Rx Paenex	Rx Other	TotalRx	TherDays Nosorr	TherDays Paenex	TherDays Other	
Atlanta	0.98	2	58	33	RH	NO	3	NO	4	571	YES	7	4	10	21	20	72	170	124	98	138	69	197	404	2683	1333	3503	
Pittsburgh	0.88	2	40	3	RH	NO	5	YES	3	564	NO	3	4	11	18	7	14	50	129	100	74	117	236	427	1505	2033	4469	
Pittsburgh	0.88	2	46	17	PD	YES	2	NO	3	182	YES	4	2	5	11	22	74	90	66	45	42	12	38	92	251	62	201	
Pittsburgh	0.88	2	35	12	GP	NO	3	NO	3	213	YES	1	1	2	4	5	12	24	26	23	41	28	85	154	372	260	676	
Pittsburgh	0.88	2	62	34	RH	YES	4	NO	6	589	NO	3	6	10	19	10	32	60	209	88	129	142	153	424	2529	2883	2954	
Pittsburgh	0.88	2	46	27	RH	YES	4	YES	6	551	NO	6	2	7	15	20	62	123	69	67	147	74	183	404	2990	1383	3609	
Pittsburgh	0.88	2	64	40	PD	NO	5	YES	2	148	YES	1	5	3	9	1	0	28	154	27	3	36	24	63	9	202	191	
Pittsburgh	0.88	2	57	20	PD	YES	2	NO	7	286	NO	1	3	4	8	4	15	23	77	54	25	22	25	72	157	126	161	
Pittsburgh	0.88	2	48	22	GP	NO	1	NO	2	186	YES	2	4	3	9	5	16	38	112	26	16	30	22	68	157	282	190	
Pittsburgh	0.88	2	54	23	GP	YES	5	YES	4	316	NO	4	6	6	16	15	54	71	203	52	58	86	39	183	499	802	334	
Pittsburgh	0.88	2	37	6	GP	NO	1	NO	4	384	YES	7	3	10	20	18	53	136	96	112	95	24	108	227	866	228	965	
Pittsburgh	0.88	2	50	23	GP	NO	2	YES	4	288	YES	4	1	5	10	12	38	82	26	64	32	11	51	94	300	82	427	
Pittsburgh	0.88	2	43	13	PD	NO	1	NO	6	275	YES	2	1	3	6	4	13	38	43	31	30	27	38	95	162	149	259	
Pittsburgh	0.88	2	45	15	GP	YES	3	NO	6	364	NO	2	4	5	11	4	7	37	121	50	29	72	93	194	249	650	806	
Pittsburgh	0.88	2	47	17	RH	YES	3	NO	5	550	YES	8	4	10	22	17	51	138	120	80	147	101	165	413	2886	1869	3179	
Pittsburgh	0.88	2	35	3	PD	YES	5	YES	4	184	NO	3	1	4	8	11	40	74	21	32	39	10	14	63	182	41	61	
Pittsburgh	0.88	2	44	18	GP	NO	1	YES	1	211	YES	1	2	7	10	3	11	29	60	66	17	41	57	115	148	385	550	
Pittsburgh	0.88	2	35	0	RH	NO	5	YES	7	701	YES	4	5	15	24	16	60	85	170	170	146	170	306	622	2628	3169	5766	
Pittsburgh	0.88	2	62	35	PD	YES	5	YES	1	104	NO	2	2	2	6	5	21	31	63	17	8	16	6	30	54	75	48	
Pittsburgh	0.88	2	45	18	RH	NO	1	NO	5	530	YES	6	6	12	24	20	59	114	187	110	67	115	193	375	1286	2254	3513	
Pittsburgh	0.88	2	57	29	PD	YES	3	NO	3	233	YES	3	4	4	11	10	30	57	129	40	12	38	26	76	74	231	138	
West Palm Beach	0.87	0	37	17	RH	NO	5	YES	5	585	NO	5	2	10	17	18	45	132	54	93	141	51	203	395	2839	989	3723	
West Palm Beach	0.87	0	31	0	GP	NO	1	NO	2	239	YES	3	2	6	11	12	35	74	67	63	43	50	53	146	406	463	445	
West Palm Beach	0.87	0	54	24	PD	NO	3	NO	2	161	NO	2	1	5	8	6	23	38	20	56	5	5	28	38	34	15	189	
West Palm Beach	0.87	0	55	27	GP	YES	5	YES	9	438	YES	1	4	11	16	4	10	17	117	102	17	104	149	270	148	931	1241	
West Palm Beach	0.87	0	33	4	RH	YES	5	YES	4	582	YES	8	6	15	29	20	60	159	172	165	179	59	199	437	3479	1050	4047	
West Palm Beach	0.87	0	62	41	PD	YES	1	NO	7	367	YES	2	3	3	8	7	21	34	87	29	48	23	32	103	230	126	201	
West Palm Beach	0.87	0	44	14	PD	NO	1	YES	4	150	YES	1	3	2	6	6	22	27	95	35	15	28	12	55	101	114	66	
West Palm Beach	0.87	0	64	36	RH	YES	5	YES	2	391	NO	3	7	8	18	8	19	66	221	54	35	96	107	238	667	1805	2046	
West Palm Beach	0.87	0	37	16	PD	YES	5	YES	3	153	NO	4	3	3	10	18	51	87	57	29	20	28	20	68	112	157	134	
West Palm Beach	0.87	0	55	28	RH	YES	1	YES	2	351	NO	8	4	3	15	33	101	177	121	27	138	44	52	234	2431	735	1067	
West Palm Beach	0.87	0	64	32	PD	YES	0	NO	7	299	YES	3	2	3	8	15	42	53	59	26	63	13	42	118	372	85	285	
West Palm Beach	0.87	0	34	5	PD	NO	5	YES	5	252	NO	4	2	2	8	19	58	84	59	21	25	29	16	70	160	155	60	
West Palm Beach	0.87	0	32	10	GP	YES	1	NO	10	554	YES	5	4	11	20	11	41	133	125	108	58	70	147	275	577	640	1284	
West Palm Beach	0.87	0	51	28	GP	NO	1	NO	7	360	NO	2	4	5	11	8	26	56	107	63	16	93	113	222	153	853	977	
West Palm Beach	0.87	0	60	24	PD	YES	3	YES	2	181	NO	3	3	3	9	5	17	60	96	29	17	28	17	62	104	179	93	
West Palm Beach	0.87	0	62	25	RH	YES	5	YES	3	506	NO	3	2	6	11	8	18	69	54	53	117	109	176	402	2170	2094	3199	
West Palm Beach	0.87	0	58	27	RH	NO	4	NO	4	548	NO	5	5	10	20	15	54	104	153	102	138	82	162	382	2541	1546	2968	
West Palm Beach	0.87	0	65	42	PD	YES	4	YES	1	141	NO	1	2	4	7	1	1	30	51	41	13	38	33	84	69	226	163	
West Palm Beach	0.87	0	33	15	PD	NO	1	YES	4	202	YES	2	3	4	9	11	29	37	78	49	18	23	43	84	100	133	264	
West Palm Beach	0.87	0	44	18	GP	NO	4	NO	4	272	YES	4	4	4	12	9	30	89	153	38	72	33	61	166	622	319	598	
Suffolk	0.82	1	32	0	GP	NO	4	NO	3	401	NO	6	3	13	22	15	50	125	102	132	33	37	75	145	334	340	717	
Suffolk	0.82	1	51	21	RH	YES	5	YES	3	493	YES	3	4	9	16	15	40	63	147	77	60	49	221	330	1030	892	4304	
Suffolk	0.82	1	47	22	GP	NO	3	NO	7	406	YES	5	5	10	20	15	49	95	152	102	47	114	110	271	437	1030	994	
Suffolk	0.82	1	44	3	PD	NO	5	YES	7	286	NO	2	3	2	7	11	27	17	75	18	8	41	43	92	32	220	276	
Suffolk	0.82	1	61	31	RH	YES	5	YES	6	659	YES	4	4	10	18	16	56	72	110	102	55	67	108	230	1059	1313	2081	
Suffolk	0.82	1	35	11	RH	NO	1	NO	7	542	YES	4	7	8	19	23	61	82	180	68	81	150	195	426	1520	3031	3817	
Suffolk	0.82	1	56	29	GP	NO	5	NO	2	263	NO	6	5	3	14	14	44	153	122	23	71	112	42	225	644	953	409	
Suffolk	0.82	1	34	13	RH	NO	1	NO	2	484	YES	4	1	5	10	11	41	77	28	43	159	49	178	386	3040	957	3293	
Suffolk	0.82	1	36	1	GP	NO	4	NO	2	244	NO	5	6	4	15	18	54	91	181	39	77	51	30	158	657	423	287	
Suffolk	0.82	1	52	15	PD	NO	5	YES	6	268	YES	4	2	5	11	16	40	89	49	57	20	30	49	99	132	190	275	
Suffolk	0.82	1	56	28	RH	NO	5	NO	4	592	NO	5	8	8	21	16	52	101	264	93	106	163	258	527	2124	2953	4977	
Suffolk	0.82	1	35	7	PD	NO	2	NO	1	104	YES	1	1	6	8	6	15	20	25	50	10	10	26	46	38	60	149	
Suffolk	0.82	1	57	32	RH	YES	5	YES	2	464	NO	7	6	9	22	27	76	139	164	105	124	128	147	399	2590	2493	2854	
Suffolk	0.82	1	52	27	GP	YES	5	YES	7	441	NO	6	4	3	13	17	49	133	121	47	163	155	118	436	1549	1378	1065	
Suffolk	0.82	1	52	21	RH	YES	5	NO	5	621	NO	6	5	11	22	18	58	139	128	114	110	171	189	470	2115	3432	3539	
Suffolk	0.82	1	61	29	PD	NO	3	YES	4	221	YES	1	5	5	11	4	12	32	142	50	14	34	30	78	102	189	155	
Suffolk	0.82	1	31	2	GP	YES	3	NO	4	381	NO	3	3	8	14	8	20	46	70	96	78	33	131	242	690	297	1264	
Suffolk	0.82	1	62	32	GP	NO	3	NO	5	321	NO	4	3	5	12	17	54	68	96	43	66	64	95	225	549	610	800	
Suffolk	0.82	1	31	0	RH	YES	5	YES	6	629	YES	4	7	8	19	16	34	71	214	99	57	171	185	413	1034	3108	3579	
Gary	0.88	3	61	24	GP	NO	3	NO	3	329	YES	4	3	2	9	14	52	79	105	11	98	49	11	158	836	422	112	
Gary	0.88	3	51	21	RH	NO	2	NO	4	486	YES	5	3	9	17	13	34	111	84	88	157	121	123	401	2708	2431	2444	
Gary	0.88	3	58	30	GP	YES	2	NO	4	337	NO	3	4	7	14	14	34	63	106	58	80	24	119	223	628	189	1106	
Gary	0.88	3	60	31	PD	YES	4	NO	6	244	NO	2	5	5	12	11	32	57	140	51	7	10	19	36	55	45	95	
Gary	0.88	3	58	30	RH	NO	2	NO	10	649	YES	7	4	10	21	19	53	168	158	94	197	131	203	531	3683	2573	3895	
Gary	0.88	3	38	8	PD	YES	2	YES	5	193	NO	4	2	6	12	13	26	91	69	66	28	17	31	76	196	129	169	
Gary	0.88	3	53	31	PD	NO	4	NO	5	238	NO	3	5	6	14	7	27	51	144	62	13	37	32	82	76	164	220	
Gary	0.88	3	48	15	PD	NO	4	YES	4	214	NO	1	1	7	9	7	31	26	30	57	10	23	39	72	85	114	200	
Gary	0.88	3	49	15	PD	NO	5	NO	5	238	NO	3	2	4	9	8	20	67	51	42	20	16	41	77	113	59	261	
Gary	0.88	3	51	22	RH	YES	0	YES	6	707	YES	6	8	8	22	18	53	128	244	73	102	221	154	477	1990	4141	2800	
Gary	0.88	3	37	0	PD	NO	2	NO	2	157	YES	2	1	7	10	6	15	25	30	71	16	3	30	49	71	13	147	
Gary	0.88	3	52	29	RH	YES	5	YES	7	650	NO	6	8	7	21	20	61	100	251	65	168	215	139	522	3172	4002	2573	
Gary	0.88	3	49	14	GP	NO	5	NO	4	302	NO	3	3	7	13	11	23	63	105	72	40	96	80	216	360	848	699	
Gary	0.88	3	55	25	PD	NO	4	YES	5	264	YES	6	2	7	15	24	71	122	43	86	34	15	26	75	173	104	204	
Gary	0.88	3	38	4	RH	YES	1	NO	6	562	YES	8	7	8	23	21	58	133	213	61	178	119	120	417	3410	2169	2202	
Gary	0.88	3	53	18	GP	YES	2	NO	2	260	YES	4	2	5	11	8	33	81	55	51	73	66	63	202	651	549	523	
Gary	0.88	3	55	34	PD	YES	5	YES	7	350	NO	3	2	5	10	11	36	43	81	58	21	24	55	100	138	113	353	
Gary	0.88	3	42	11	GP	NO	5	YES	1	292	NO	2	5	6	13	11	46	41	136	68	29	108	87	224	262	975	772	
Gary	0.88	3	60	34	RH	YES	5	NO	5	587	NO	3	6	6	15	10	43	53	175	61	98	177	134	409	1762	3505	2347	
Vallejo	0.77	5	58	24	RH	NO	1	NO	9	572	YES	4	3	8	15	11	33	82	80	69	103	99	240	442	2008	1921	4450	
Vallejo	0.77	5	40	6	RH	NO	1	YES	4	513	NO	6	8	7	21	17	64	132	191	80	80	113	133	326	1444	2073	2608	
Vallejo	0.77	5	39	7	PD	NO	5	YES	3	144	NO	2	2	3	7	8	27	29	64	31	3	15	32	50	13	68	206	
Vallejo	0.77	5	64	35	PD	YES	5	YES	4	232	NO	3	2	3	8	5	19	55	64	30	35	17	25	77	202	92	155	
Vallejo	0.77	5	46	11	RH	NO	5	YES	4	519	NO	4	4	4	12	10	23	64	100	41	98	149	115	362	1911	2949	2004	
Vallejo	0.77	5	64	26	PD	YES	3	YES	3	148	NO	3	2	1	6	13	34	58	56	5	6	13	9	28	44	103	57	
Vallejo	0.77	5	42	17	GP	YES	5	YES	2	250	NO	5	1	4	10	19	44	124	21	26	72	5	47	124	624	49	440	
Vallejo	0.77	5	46	15	PD	NO	3	NO	1	111	NO	1	1	3	5	3	5	27	31	36	8	18	21	47	69	85	156	
Vallejo	0.77	5	59	25	PD	YES	4	YES	5	209	NO	1	2	5	8	4	12	14	74	41	10	45	54	109	49	273	290	
Vallejo	0.77	5	45	7	RH	NO	2	NO	6	614	YES	9	2	9	20	29	84	179	63	107	123	90	172	385	2306	1731	3088	
Vallejo	0.77	5	54	23	PD	NO	4	NO	2	128	YES	2	1	2	5	8	17	28	40	18	13	14	17	44	73	101	96	
Vallejo	0.77	5	44	22	GP	NO	3	NO	5	381	YES	8	4	7	19	25	72	142	115	69	80	52	80	212	816	481	694	
Vallejo	0.77	5	56	23	RH	NO	4	NO	1	358	NO	2	3	7	12	7	17	46	91	77	120	66	135	321	2246	1176	2448	
Vallejo	0.77	5	52	23	RH	NO	0	NO	3	416	YES	4	3	6	13	8	22	76	99	57	88	85	137	310	1691	1691	2612	
Vallejo	0.77	5	51	22	RH	NO	2	NO	5	531	YES	7	4	6	17	19	58	128	107	38	233	154	116	503	4127	2869	2139	
Vallejo	0.77	5	43	9	RH	NO	4	NO	6	529	NO	6	6	7	19	15	41	106	192	70	144	208	74	426	2596	3760	1285	
Vallejo	0.77	5	37	4	PD	NO	4	YES	6	249	NO	1	2	2	5	4	16	27	51	13	11	22	34	67	59	141	269	
Vallejo	0.77	5	39	15	PD	YES	5	YES	4	222	NO	3	2	4	9	6	10	61	45	38	16	16	42	74	97	63	244	
Vallejo	0.77	5	65	32	PD	NO	0	NO	2	175	YES	1	1	4	6	6	12	6	31	40	2	20	24	46	17	145	150	
Vallejo	0.77	5	64	35	RH	YES	3	NO	2	478	YES	5	6	11	22	17	60	68	207	95	157	110	145	412	2897	2099	2430	
Lansing	0.8100000000000001	2	44	11	PD	YES	4	NO	5	261	NO	2	4	5	11	8	24	48	118	40	17	24	75	116	118	154	409	
Lansing	0.8100000000000001	2	34	3	GP	YES	3	NO	3	225	YES	3	5	4	12	14	38	48	131	37	35	34	27	96	323	276	239	
Lansing	0.8100000000000001	2	39	18	PD	YES	2	YES	1	107	NO	1	1	1	3	6	17	23	22	9	16	1	6	23	126	7	33	
Lansing	0.8100000000000001	2	40	18	PD	NO	5	NO	3	158	NO	2	3	2	7	7	21	44	88	22	8	18	26	52	46	96	157	
Lansing	0.8100000000000001	2	31	5	GP	YES	5	YES	8	397	NO	5	3	6	14	15	44	121	94	56	127	26	66	219	1119	193	612	
Lansing	0.8100000000000001	2	39	14	PD	NO	3	NO	9	285	YES	3	5	7	15	11	36	63	127	57	19	24	51	94	76	116	275	
Lansing	0.8100000000000001	2	59	29	GP	NO	5	YES	4	313	NO	2	5	7	14	6	22	38	154	72	47	95	76	218	445	819	670	
Lansing	0.8100000000000001	2	42	17	GP	NO	3	YES	5	310	NO	3	3	6	12	11	42	60	82	74	38	45	110	193	361	366	964	
Lansing	0.8100000000000001	2	35	9	RH	NO	4	NO	3	536	NO	5	6	11	22	9	29	102	179	104	85	139	123	347	1509	2704	2588	
Lansing	0.8100000000000001	2	54	32	GP	NO	3	YES	4	313	YES	1	3	3	7	8	18	21	77	36	58	55	20	133	552	521	176	
Lansing	0.8100000000000001	2	32	3	RH	NO	4	NO	2	401	NO	7	1	1	9	21	63	138	19	4	201	61	6	268	3867	1186	86	
Lansing	0.8100000000000001	2	60	31	RH	NO	1	NO	2	612	YES	6	7	8	21	17	51	99	200	80	99	163	161	423	1799	3125	2954	
Lansing	0.8100000000000001	2	49	31	PD	YES	3	NO	3	192	YES	3	2	5	10	12	29	48	61	51	24	31	24	79	140	171	162	
Lansing	0.8100000000000001	2	46	13	PD	NO	3	YES	5	293	YES	3	3	6	12	13	44	36	84	59	34	16	46	96	212	104	263	
Lansing	0.8100000000000001	2	58	31	PD	NO	5	NO	3	187	YES	2	1	3	6	3	7	44	26	36	31	17	21	69	164	111	111	
Lansing	0.8100000000000001	2	48	12	GP	YES	2	NO	5	404	YES	5	4	6	15	15	47	100	125	75	69	121	91	281	674	1163	876	
Lansing	0.8100000000000001	2	41	20	PD	NO	1	NO	3	186	YES	1	4	1	6	3	8	15	112	9	2	29	13	44	10	155	95	
Lansing	0.8100000000000001	2	47	18	GP	YES	4	YES	6	365	YES	5	2	7	14	13	38	115	47	73	80	85	69	234	740	772	628	
Lansing	0.8100000000000001	2	36	14	PD	NO	1	NO	7	292	YES	4	2	4	10	11	40	74	50	58	23	27	42	92	180	233	198	
Worcester	0.79	1	45	13	PD	YES	5	NO	3	193	YES	3	1	8	12	10	24	55	19	96	36	2	56	94	188	17	332	
Worcester	0.79	1	39	9	RH	NO	3	YES	4	638	NO	4	8	9	21	11	31	79	230	65	65	200	210	475	1306	3727	3854	
Worcester	0.79	1	47	20	PD	YES	5	YES	10	352	NO	2	2	3	7	8	31	24	73	48	45	25	39	109	236	162	200	
Worcester	0.79	1	55	25	RH	YES	2	YES	3	407	YES	6	6	9	21	30	94	121	187	91	53	108	129	290	1017	1989	2610	
Worcester	0.79	1	40	14	PD	YES	5	YES	2	98	NO	3	3	5	11	11	42	55	100	64	12	12	14	38	70	92	103	
